title,type,creator,year
"De krottenwijk Benfica, bij Lissabon",foto,"Diepraam, Willem",1973
"Curaçao, fosfaatberg. 1977",foto,"Diepraam, Willem",1973
Gezicht op de haven van Tandjong Priok,foto,anonymous,1912
Militaire parade,carte-de-visite,anonymous,1865
Parcours 46,foto,"Barzilay, Frédéric",1950
Blad uit Naturselbstdrucke Auer,foto,anonymous,1855
Panorama bestaande uit 3 foto's van Japanse stad (Gezicht Arima),foto,"Bauduin, Antoon",1863
Havenplaats in Japan,foto,"Bauduin, Antoon",1863
Reclameblad Paper-insulated high tension cables van de Nederlandsche Kabel Fabriek Delft,drukwerk,"Zwart, Piet",1925
Portret van een Groningse student in maskeradekostuum,carte-de-visite,"Mulder, B.",1890
Dublin (latere druk),foto,"Wessing, Koen",1963
Gebouwen aan het water,foto,anonymous,1907
"Histoire des baromètres et manomètres anéroïdes : biographie de Lucien Vidie, inventeur du baromètre et du manomètre anéroïdes",fotoboek,"Laurant, Auguste",1867
Nine Swimming Pools and a Broken Glass,fotoboek,"Ruscha, Ed",1968
Jongen in stoel,foto,anonymous,1950
Tropische plant,foto,"Kuitenbrouwer, Louis J.M.",1930
Detail van de gevel van Cineac in Amsterdam,foto,"Kuitenbrouwer, Louis J.M.",1930
Boomtakken,foto,"Kuitenbrouwer, Louis J.M.",1930
Manchetknoop met foto van jonge vrouw met neergeslagen blik,foto,anonymous,1900
Vel met gedrukte foto's van Moffat ovens,foto,anonymous,1935
"Cadets, West Point",foto,"Warren, George Kendall",1860
Reclame voor bontkragen,prentbriefkaart,Photo Cards Company,1934
Nieuwjaarsgroet met een foto van een stoomboot op een onstuimige zee omlijst door een hulst en een motief opgebouwd uit Amerikaanse vlaggen,prentbriefkaart,Martin Post Card Co.,1909
Prinsep Ghat aan de oever van de Hooghly in Calcutta,foto,anonymous,1865
Portret van een Indische man staand bij een draagstok,foto,anonymous,1880
"Gezicht op de rede van Batavia, de Kali Basar en de Hoenderpasarbrug",foto,anonymous,1880
Raadhuis en Javasche Bank (boven) en Paleis van de Sultan van Deli (onder) in Medan,fotomechanische afdruk,"Kleingrothe, Carl J.",1900
Batavia Koningsplein,foto,Woodbury & Page,1895
Baraboedoer,foto,"Céphas, Kassian",1895
"Gezicht op de tempel van Taffeh, Egypte",foto,"Du Camp, Maxime",1849
Gezicht op een onbekend huis,foto,"Asser, Eduard Isaac",1845
Stilleven met allerlei voorwerpen,foto,"Asser, Eduard Isaac",1855
(Zelf)portret van Eduard Isaac Asser,foto,"Asser, Eduard Isaac",1890
Portret van een onbekende man in kostuum,foto,"Roemer, Pieter Wilhelmus",1864
Het orakel van Nikki wordt door twee mannen rondgedragen,foto,"Diepraam, Willem",1973
Er zijn plannen om de Marrons in een aantal stedelijke kernen te concentreren; transmigratiedorp Brownsweg,foto,"Diepraam, Willem",1973
Past High Chief Ranger dr. ir. F.E. Essed voor de optocht,foto,"Diepraam, Willem",1973
"Hindoestanen in de buurt van Paramaribo, vissend voor het avondmaal",foto,"Diepraam, Willem",1973
Portret van onbekende man in lijst,foto,anonymous,1860
"Haven van Balaklava met schepen en tenten, tijdens de Krimoorlog",foto,"Robertson, James",1854
Drie naakten,foto,"Catany, Toni",1980
meisje zit onder laken,foto,"Jansen, Corstiaan",1981
Naakte vrouw in duinen,foto,"Erwitt, Elliott",1968
"pop met strikje, juk en knikkers op de surrealisme-tentoonstelling Galerie Robert, Amsterdam 1938",foto,"Moerkerken, Emiel van",1938
Man met houten latten,foto,"Hill, Paul",1977
Portret vrouw met hoed,foto,"Henstra, Taeke",1973
Gekruisigde man,foto,"Beato, Felice",1867
Koningin Wilhelmina en koninginmoeder Emma,foto,"Louw, Henri de",1898
Portret van een man in een maritiem uniform,foto,"Harris, J.",1880
Portret van een man in legeruniform,foto,"Nursoo, Dewjee Poopal",1870
Portret van een man,foto,"Sacré, Edmond",1890
Portret van een jonge vrouw met halsketting,foto,"Wragg, Alfred",1882
"Portret van een meisje in witte jurk, vermoedelijk voor eerste communie",foto,"Boghout, Charles van",1870
Portret van een man,foto,unknown,1860
"Portret van een man te paard met hoge hoed, voor een achtergrond waarop een landschap is afgebeeld",foto,Blanche,1850
Portret van een vrouw,foto,"Lambert & Co., G.R.",1867
Portret van een man,foto,Wegner & Mottu,1857
Portret van een man,foto,"Springmeier, F.",1860
Portret van een vrouw,foto,"Perret, C.",1870
Portret van een kind bij een stoel,foto,"Siderius, Hermanus",1860
Portret van een man met baard,foto,"Kolkow, Friedrich Julius von",1864
Portret van een vrouw met muts,foto,"Broersma, Cornelis Bernardus",1874
Portret van een zittende jongen met baret,foto,Wegner & Mottu,1867
Portret van Ch. van Rooy,foto,"Rijk, Johannes van der",1900
Fotoreproductie van een geschilderd portret van Johann Strauss sr. naar Ernst Hader door Sophus Williams,foto,"Williams, Sophus",1877
Portret van een man,foto,Lege & Bergeron,1867
Portret van Émile de Girardin,foto,"Disdéri, André-Adolphe-Eugène",1855
Fotoreproductie van een schilderij van een militair overleg te Versailles naar Georg Bleibtreu,foto,Photographische Gesellschaft,1870
Portret van de prinses Charlotte van België als kind,foto,"Deron, François",1855
"Fotoreproductie van (vermoedelijk) een prent van Madame du Barry, maîtresse van koning Lodewijk XV van Frankrijk",foto,"Neurdein, Étienne",1863
"Portret van een staande vrouw met handschoenen, paraplu en hoed",foto,"Tollens C. Hzn., H.J.",1891
"Portret van Leopold II, koning van België",foto,Ghémar Frères,1855
Portret van een onbekende man,foto,"Hohmann, Jacob",1863
Portret van een staande vrouw,foto,Baldi & Würthle,1860
Portret van een man,foto,"Brandt, Friedrich",1860
Portret van drie kinderen,foto,anonymous,1907
"Portret van een meisje, staand op een stoel",foto,"Freund, Carl",1893
Fotoreproductie van (vermoedelijk) een tekening voorstellend Michelangelo's studio,foto,anonymous,1850
"Gezicht op een kerktoren met vier spitsen in Engeland, met op de voorgrond een man op een weg",foto,anonymous,1850
Rotsformatie bij een rivier in Engeland,foto,anonymous,1850
Rotsformatie in Engeland,foto,anonymous,1850
Fotoreproductie van een getekend portret van een zittend kind,foto,"Bichon, Léon",1880
Portret van Axel Elmlund,foto,"Florman, Gösta",1865
Portret van een man met bril,foto,"Pirou, Eugène",1880
Portret van een man en een vrouw bij een tafel met een boek,foto,"Feilner, Jean Baptiste",1875
Portret van een vrouw bij een sokkel,foto,"Schütz, Th.",1850
Groepsportret van vijf vrouwen en een jongen in venster,foto,anonymous,1880
"Portret van een jongen, staand bij een schrijftafel",foto,"Schuiten, H.Ph.J.",1850
"Portret van een man, zitten op een stoel met een boek op schoot",foto,Wegner & Mottu,1862
Portret van een man,foto,Mondel & Jacob,1869
Portret van een meisje in vermoedelijk een jurk voor de eerste communie,foto,anonymous,1860
"Groepsportret van een man, vrouw en baby in tuin",foto,"Coltof & Co., L.",1885
Portret van een zittende jongeman,foto,Mayer Brothers,1860
Portret van een jonge vrouw,foto,Koene & Büttinghausen,1894
Eerste binnenplaats van de Wartburg in Eisenach,foto,"Jagemann, G.",1870
Portret van een jonge vrouw,foto,anonymous,1900
Portret van een man met gedecoreerde omlijsting,foto,Hoffmeister,1860
Portret van een man met snor,foto,"Laddé, Machiel Hendricus",1892
Portret van een vrouw in zwarte jurk met hoed,foto,anonymous,1880
"Portret van een man, staand bij een stoel",foto,Broek,1900
Portret van een jongeman,foto,Atelier Rembrandt,1880
Portret van een vrouw met pijpenkrullen,foto,"Siegmund, A.",1860
Portret van een man met snor,foto,"Greiner, Albert",1880
Fotoreproductie van Feindschaft,foto,anonymous,1870
Fotoreproductie van Am Strande,foto,anonymous,1870
Fotoreproductie van Première leçon d'amitié fraternelle,foto,anonymous,1870
Fotoreproductie van Am Abend,foto,anonymous,1870
Portret van een man in militair uniform met medailles,foto,"Lavieter & Co., De",1865
Portret van een zittende man in nautisch uniform,foto,"Frankforth, C.J.",1850
"Portret van een man, aangeduid als Smits",foto,"Schorteldoek, Kornelis Willem",1855
"Portret van een zittende man, aangeduid als Wint",foto,"Schorteldoek, Kornelis Willem",1855
Portret van een jonge vrouw,foto,"Kersten, Arno",1873
Portret van een man in militair uniform,foto,"Haan, J.J. de",1896
Portret van een jongeman met snor,foto,"Bauer, Ferd.",1880
Portret van een man in militair uniform,foto,"Reissig, Franz",1882
Portret van een staande vrouw,foto,"Mitkiewicz, César",1860
Portret van een vrouw,foto,"Greiner, Albert",1861
Portret van een vrouw,foto,Hisgen Brothers,1860
Portret van een man,foto,"Greiner, Albert",1860
Portret van een hond op een lage tafel,foto,"Greiner, Albert",1870
Fotoreproductie van een schilderij van een hond die wordt geaaid,foto,anonymous,1870
Portret van een vrouw,foto,"Mulder, Jan George",1865
Portret van een vrouw,foto,"Nicholls, J.H.",1860
"Gezicht op een gebouw in Bretagne, Frankrijk",foto,"Chala, H.",1860
Familiealbum met 19 foto's (Frans),fotoalbum,anonymous,1860
Fotoreproductie van een schilderij met een zittende vrouw met luit,foto,anonymous,1865
Portret van een staande vrouw met ketting,foto,Tandy and Co,1870
"Portret van een jongen, staand naast een zittende vrouw met open boek",foto,"Robe, N.",1855
Portret van een jongeman met snor,foto,"Debenham, William Elliot",1861
Portret van een vrouw,foto,"Kramer, Johannes Gerardus",1868
"Portret van een zittende man met een boek, aangeduid als Uncle Joe",foto,"Burton, E.",1863
Portret van August Allebé,foto,"Snoek & P. Kiers, J.B.",1860
Portret van een meisje,foto,"Yrondy, L.",1860
"Fotoalbum met 49 foto's, Brits",fotoalbum,anonymous,1855
"Fotoreproductie van een schilderij van interieur met moeder, kind en hond",foto,anonymous,1860
Fotoreproductie van een schilderij van Christus door Paul Delaroche,foto,Goupil & Cie,1861
Portret van een meisje,foto,"Hoads, R.",1870
Portret van Gustav Friedrich von Beyer in uniform bij een sokkel,foto,anonymous,1865
Nederlands fotoalbum met 24 foto's,fotoalbum,anonymous,1860
Portret van een meisje,foto,Wegner & Mottu,1862
Portret van een zittende man,foto,"Rosse, Léon",1860
Portret van een vrouw en een meisje,foto,"Krabo, P.",1870
Schreierstoren gezien vanaf de Geldersekade in Amsterdam,foto,anonymous,1890
Portret van een zittende vrouw met waaier,foto,Searle Brothers,1880
Portret van een vrouw met muts,foto,anonymous,1860
Portret van een vrouw,foto,Reynaud & P. Giron,1915
"Fotoreproductie van (vermoedelijk) een prent van prins Willem II, zoon van Frederik Hendrik",foto,anonymous,1860
Fotoalbum met 36 cartes-de-visite van Nederlandse personen,foto,diverse vervaardigers,1860
"Portret van een staande man bij een stoel, aangeduid als A.V. Uddman",foto,Unna & Höfferts,1860
Portret van Prinses Emma van Waldeck-Pyrmont,prent,anonymous,1860
"Portret van een meisje met hoed in de hand, staand bij een tafel",foto,anonymous,1860
Portret van een kind,foto,Géruzet Frères,1878
Portret van een man,foto,anonymous,1860
Portret van een zittende vrouw in een jurk bij een tafel,foto,"Reesinck, Johan Christiaan",1870
Portret van twee vrouwen met een bolero en een wijde rok,foto,"Janssens & E. Radermacher, C.",1868
Portret van een jonge vrouw,foto,"Beelenkamp, Johannes G.H.",1880
Portret van een man met snor,foto,"Beelenkamp, Johannes G.H.",1880
Fotoreproductie van de Kruisafneming door Peter Paul Rubens,foto,anonymous,1860
Portret van een man met snor,foto,anonymous,1890
Portret van broer en zus,foto,anonymous,1880
"Portret van een vrouw, aangeduid als Mevrouw Franken",foto,"Leroy, Alphonse",1850
"Portret van een jonge vrouw met hoed, aangeduid als Hilja",foto,"Tåhlin, Hugo",1895
"Portret van een staande jonge vrouw, leunend op de leuning van een stoel",foto,"Tesch, Maria",1860
Mr.Benque[onz],foto,"Malardot, G.",1855
Portret van een geestelijke,foto,"Offenberg, Johannes Wilhelmus Franciscus",1880
Portret van een staande jongen,foto,"Harms, August Ferdinand Heinrich",1884
Portret van Coba Roos met Cootje Roos als peuter,foto,"Büttinghausen, Max",1873
Pagode in Rangoon,foto,anonymous,1899
"Stoomboot Prinz Heinrich van de Norddeutscher Lloyd, vermoedelijk in de haven van Hong Kong",foto,anonymous,1899
Gezicht op Nagasaki,foto,anonymous,1899
Fotoreproductie van (vermoedelijk) een schilderij voorstellend Offenbach am Main,reproductie,anonymous,1899
Portret van een vrouw,foto,Chic Photo Co.,1870
Engels Familiealbum,fotoalbum,anonymous,1860
Portret van een vrouw,foto,"Schaffers, Nestor",1875
Portret van een vrouw met een hoed en een hond op de arm,foto,anonymous,1920
Toneelscène met soldaat met dame in het wit,foto,Nadar,1889
Portret van een jonge vrouw,foto,"Greiner, Albert",1878
Portret van een vrouw en man,foto,Pokorny,1898
Reiziger bij een waterval,foto,anonymous,1880
Exterieur van een villa op landgoed Fidelio in 's-Graveland,foto,anonymous,1902
Zittende Egyptische vrouw met een kruik,foto,anonymous,1850
Zwemmende kinderen en mannen bij (mogelijk) een moskee op Ambon,foto,anonymous,1900
Gezicht op het kerkdorp Valbert en omliggende heuvels,foto,anonymous,1890
Gezicht op de Tour Saint-Jacques in Parijs,foto,anonymous,1870
"Portret van een meisje, staand bij een stoel",foto,"Loots, Roelof",1860
Willemspoort aan het Haarlemmerplein,foto,anonymous,1850
Gezicht op het Kurhaus van Bentheim,foto,anonymous,1871
Portret van een jongeman,foto,Lowthian Bros,1880
Portret van een meisje met halskettingen,foto,anonymous,1860
"Portret van een vrouw, staand bij een tafel met drie kleine honden",foto,"Grient, A. van der",1888
Gezicht op de Place de la Concorde in Parijs,foto,anonymous,1900
Portret van een jonge vrouw,foto,"Offenberg, Johannes Wilhelmus Franciscus",1867
"Portret van een jonge vrouw, staand bij een balustrade",foto,anonymous,1860
Portret van Signe Hebba,foto,"Ostis, H.",1864
"Fotoalbum met bezienswaardigheden in Parijs, Versailles en het Bois de Boulogne",fotoalbum,anonymous,1900
Lambrisering beschilderd met een zittend paar,foto,anonymous,1880
Boog van Titus op het Forum Romanum in Rome,foto,anonymous,1860
Fotoreproductie van een portret van Émile Augier,foto,anonymous,1860
Fotoreproductie van een portret van Ernest Legouvé,foto,anonymous,1860
Fotoreproductie van een schilderij van Marie Antoinette door Paul Delaroche,foto,anonymous,1870
Portret van een jonge vrouw,foto,Berthaud,1886
Achthoekige toren en de Altan van Schloss Heidelberg,foto,anonymous,1903
Interieur van het amfitheater in Pompeï,foto,"Sommer, Giorgio",1860
Portret staande man bij piedestal met hoed erop,foto,"Koningh, L. de",1860
"Portret van een jongen met hoepel in de hand, staand bij een stoel met speelgoed paard",foto,"Kuijer & Zonen, W.G.",1885
Portret van een vrouw,foto,"Muller & Rault, L.",1860
"Portret van een man, zittend aan tafel",foto,"García Ayola, José",1860
Portret van een vrouw,foto,"García Ayola, José",1860
Portret van een zittende man,foto,"Tinker, Willem",1855
Portret vrouw met blad papier bij meubels met boeken,foto,"Silvy, Camille Leon Louis",1859
Gezicht op een stroom in een bos,foto,anonymous,1880
Poëziealbum,fotoalbum,anonymous,1880
Portret van twee honden van de poppendokter met reclameteksten voor Turman sigaretten,foto,anonymous,1930
Fotoreproductie van Königsplatz te Kassel,foto,"Frey, Jm. v. Ph.",1860
Stadsgezicht met op de achtergrond de kathedraal van Quimper,foto,Villard,1860
Portret van een zittende vrouw met tas,foto,"Winter, Moriz Ludwig",1850
Portret van een vrouw staand bij een stoel,foto,"Greiner, Albert",1861
"Portret van een vrouw, staand bij een stoel",foto,"Schull, A.G.",1860
Leporelloalbum met acht foto's van Amsterdam,fotoalbum,"Jager, Andries",1870
Oudegracht in Utrecht gezien richting Domtoren en stadhuis,foto,"Jager, Andries",1860
Gezicht op de Groenburgwal en de toren van de Zuiderkerk,foto,"Jager, Andries",1860
Gezicht op de Scheepmakershaven in Rotterdam,foto,anonymous,1860
Exterieur van metrostation Paleis van de Sovjets,foto,Mospo Sostawitol,1930
Gezicht op de Gravenstraat en de St. Petrus en Pauluskerk in Paramaribo vanaf een toren,foto,"Klein, Eugen",1900
Gezicht op Hotel d'Orange in Zandvoort,fotomechanische afdruk,"Bakels Sr., A.",1890
Leporelloalbum met zeven foto's van Schotland,fotoalbum,anonymous,1860
Gezicht op stadswijken van Istanbul en de oevers van de Bosporus,foto,"Sébah & Joaillier, J. Pascal",1890
Portret van een vrouw in de klederdracht van Noord-Holland,foto,"Jager, Andries",1878
Portret van een zittende man,foto,"Bach, Johan Martinus Michel",1921
"Familieportret van een man, vrouw en baby",foto,Church & Brantingham,1860
"Portret van een meisje, staand bij een stoel",foto,"Louvois, A.",1882
Portret van een man,foto,"Jasper, J.B.",1870
"Portret van een meisje, staand bij een stoel",foto,Ghémar Frères,1860
Portret van een jonge vrouw met hoofddoek,foto,"Seegert, Carl",1870
Portret van een staande jonge vrouw,foto,"Pampus, W.J. van",1887
"Portret van een meisje, staand bij een tafel met open boek",foto,"Zimmermann, Guillame Maximilien",1897
Portret van een meisje in witte jurk,foto,"Pottjewijd, B.J.",1880
Portret van een vrouw in hooggesloten jurk,foto,"Kolkow, Friedrich Julius von",1880
Portret van een man met snor,foto,"Jong, Cornelis de",1898
"Portret van een (vermoedelijk) Nederlandse militair, staand bij een tafel met sabel",foto,"Bruining, Bernardus",1860
"Portret van een (vermoedelijk) Franse militair, staand in uniformjas met tressen, rijbroek en laarzen",foto,"Prévot, G.",1860
Groepsportret van twee vrouwen en een meisje in een tuin,foto,anonymous,1900
Nederlands familiealbum met 89 foto's en een prent,fotoalbum,anonymous,1900
Portret van een zittende vrouw,foto,"Sjöman, Rosalie Sophie",1864
Werknemers in een verpakkingsloods van suikerfabriek Boedoeran in Sidoarjo op Java,foto,Isken,1925
Hal met verdampingsinstallatie van suikerfabriek Ngandjoek op Java,foto,Isken,1925
