Full Name,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
Allen Berube,Monstah Lobstah,5.8,155.0,,Orthodox,4,3,0,False
Anton Berzin,The Body Snatcher,6.2,205.0,,Orthodox,5,1,0,False
Scott Bessac,No Nickname,6.4,245.0,,Orthodox,4,6,0,False
Matt Bessette,The Mangler,5.1,145.0,70.0,Orthodox,22,9,0,False
Khadzhi Bestaev,Best,6.6,185.0,76.0,Orthodox,10,4,0,False
Fernando Bettega,No Nickname,,170.0,,Orthodox,7,5,0,False
Arjan Bhullar,No Nickname,6.1,245.0,75.0,Orthodox,9,1,0,False
KB Bhullar,The Bengal,6.4,185.0,78.0,Switch,8,2,0,False
Bibulatov Magomed,Chaborz,5.5,125.0,65.0,Orthodox,14,2,0,False
David Bielkheden,No Nickname,5.1,155.0,71.0,Orthodox,24,12,0,False
Blake Bilder,El Animal,5.8,145.0,68.0,Switch,8,2,1,False
Jonas Bilharinho,No Nickname,5.11,145.0,75.0,Switch,9,1,1,False
Jeremiah Billington,No Nickname,5.9,205.0,,Orthodox,11,2,0,False
Scott Bills,No Nickname,5.1,170.0,,Orthodox,7,9,1,False
Anthony Birchak,El Toro,5.8,135.0,69.0,Orthodox,16,8,0,False
Chris Birchler,The Big Buck,6.3,205.0,,Switch,7,4,0,False
Angad Bisht,No Nickname,5.7,125.0,67.0,Orthodox,10,3,0,False
Michael Bisping,The Count,6.1,185.0,75.0,Orthodox,30,9,0,False
Amaury Bitetti,No Nickname,5.9,185.0,,Orthodox,5,2,0,False
Caio Bittencourt,Leao,6.0,185.0,75.0,Orthodox,14,7,0,False
Davi Bittencourt,The Black,5.5,135.0,65.0,Orthodox,14,4,0,False
Simon Biyong,No Nickname,,205.0,,Orthodox,7,1,0,False
Jan Blachowicz,No Nickname,6.2,205.0,78.0,Orthodox,29,11,1,False
Jason Black,The Black Legion,5.8,155.0,,Orthodox,23,4,1,False
Brad Blackburn,Bad Brad,5.1,170.0,73.0,Orthodox,18,13,1,False
Jason Blackford,No Nickname,,,,Orthodox,3,3,0,False
Tom Blackledge,No Nickname,,205.0,,Orthodox,10,7,0,False
Sherrard Blackledge,The Thriller,5.11,155.0,75.0,Orthodox,5,1,0,False
Da'Mon Blackshear,The Monster,5.1,135.0,72.0,Switch,17,8,1,False
Chasen Blair,Mestizo,5.1,155.0,71.0,Orthodox,7,4,0,False
Erin Blanchfield,Cold Blooded,5.4,125.0,66.0,Orthodox,13,2,0,False
Maximo Blanco,Maxi,5.8,145.0,71.0,Orthodox,12,8,1,False
David Blanco,No Nickname,5.7,145.0,,Orthodox,2,0,0,False
Curtis Blaydes,Razor,6.4,265.0,80.0,Orthodox,19,5,0,False
Tereza Bleda,No Nickname,5.9,125.0,71.0,Orthodox,7,1,0,False
Arlene Blencowe,Angerfist,5.5,145.0,,Orthodox,9,6,0,False
Byron Bloodworth,No Nickname,5.8,135.0,,Orthodox,6,3,0,False
Dashawn Boatwright,"Buck, the 400-pound Silverback",6.0,205.0,,Orthodox,3,1,0,False
Dan Bobish,No Nickname,6.2,345.0,,Southpaw,17,9,0,False
Mark Bocek,No Nickname,5.8,155.0,75.0,Orthodox,12,5,0,False
Kyle Bochniak,Killer B,5.7,145.0,70.0,Orthodox,8,5,0,False
James Bochnovic,No Nickname,6.4,205.0,81.0,Orthodox,8,3,0,False
Jeremy Boczulak,No Nickname,,,,Orthodox,0,2,0,False
Tim Boetsch,The Barbarian,6.0,185.0,74.0,Orthodox,21,13,0,False
Galore Bofando,No Nickname,5.11,170.0,72.0,Switch,5,3,0,False
Jay Bogan,No Nickname,,145.0,,Orthodox,6,6,0,False
Roman Bogatov,No Nickname,5.8,155.0,73.0,Orthodox,10,1,0,False
Derek Bohi,Marshmallow,6.4,260.0,,Orthodox,8,5,0,False
Jerry Bohlander,No Nickname,5.11,199.0,,Orthodox,11,4,0,False
Mandy Bohm,Monster,5.7,125.0,71.0,Orthodox,8,2,0,False
Kotetsu Boku,No Nickname,5.9,154.0,,Orthodox,25,11,2,False
Gaston Bolanos,The Dreamkiller,5.7,135.0,69.0,Orthodox,8,5,0,False
Kyle Bolt,No Nickname,6.2,185.0,,Orthodox,8,4,0,False
Denys Bondar,Psycho,5.6,125.0,69.0,Orthodox,14,5,0,False
Luc Bondole,No Nickname,6.2,205.0,,Orthodox,5,2,2,False
Tony Bonello,The Gun,6.2,185.0,,Orthodox,16,3,1,False
Gabriel Bonfim,Marretinha,6.1,170.0,72.0,Orthodox,18,1,0,False
Ismael Bonfim,Marreta,5.8,155.0,71.0,Orthodox,20,5,0,False
Jesse Bongfeldt,Water,6.0,185.0,,Orthodox,16,5,1,False
Marcos Bonilla,Murder Marx,5.1,145.0,,Orthodox,4,4,0,False
Stephan Bonnar,The American Psycho,6.4,205.0,79.0,Orthodox,15,9,0,False
Rogerio Bontorin,No Nickname,5.5,125.0,67.0,Orthodox,16,4,0,False
Ray Borg,The Tazmexican Devil,5.4,135.0,63.0,Orthodox,13,5,0,False
Igor Borisov,No Nickname,6.0,235.0,,Orthodox,1,1,0,False
Kevin Borjas,El Gallo Negro,5.5,125.0,68.0,Orthodox,10,4,0,False
Calen Born,No Nickname,5.8,170.0,72.0,Switch,7,1,0,False
Caio Borralho,The Natural,6.1,185.0,75.0,Southpaw,17,2,0,False
Zachary Borrego,The Dragon,6.2,185.0,78.0,Switch,3,1,0,False
Viacheslav Borshchev,Slava Claus,5.11,155.0,69.0,Orthodox,8,6,1,False
Tanner Boser,The Bulldozer,6.2,205.0,75.0,Orthodox,21,10,1,False
Steve Bosse,The Boss,5.11,205.0,72.0,Orthodox,12,2,0,False
Marcus Bossett,The Grasshopper,6.1,215.0,,Orthodox,1,3,0,False
Chris Bostick,No Nickname,,,,Orthodox,6,3,0,False
Poliana Botelho,No Nickname,5.8,125.0,67.0,Orthodox,8,5,0,False
Francois Botha,White Buffalo,6.2,260.0,,Orthodox,0,1,0,False
Ilian Bouafia,The Gorilla,6.5,185.0,78.0,Southpaw,7,0,0,False
Gregory Bouchelaghem,No Nickname,6.2,183.0,,Switch,5,4,0,False
Roy Boughton,Black Dynamite,6.0,205.0,,Orthodox,14,8,0,False
Rich Bouphanouvong,No Nickname,5.7,170.0,,Orthodox,1,4,0,False
Mike Bourke,The Rhino,6.0,275.0,,Orthodox,10,16,1,False
Jess Bouscal,No Nickname,,155.0,,Orthodox,3,2,0,False
Tai Bowden,No Nickname,5.11,230.0,,Orthodox,1,1,0,False
Melton Bowen,The Punisher,6.0,225.0,,Orthodox,0,1,0,False
Kyron Bowen,Bullseye,6.3,185.0,73.0,Orthodox,9,5,0,False
Brian Bowles,No Nickname,5.7,135.0,70.0,Orthodox,10,3,0,False
Roger Bowling,Relentless,5.9,155.0,68.0,Orthodox,12,6,0,False
Blake Bowman,No Nickname,6.2,170.0,,Orthodox,2,6,0,False
Ashe Bowman,The Archer,5.9,155.0,,Orthodox,9,11,0,False
Anvar Boynazarov,The Uzbek,5.9,145.0,,Orthodox,3,1,0,False
Colley Bradford,No Nickname,5.7,145.0,,Orthodox,0,1,0,False
Kyle Bradley,No Nickname,5.9,155.0,71.0,Orthodox,19,12,0,False
Paul Bradley,The Gentleman,5.9,170.0,,Orthodox,23,8,0,False
Sean Brady,No Nickname,5.1,170.0,72.0,Orthodox,18,1,0,False
Ebenezer Fontes Braga,Pitbull,6.0,199.0,,Orthodox,13,7,2,False
Ramiz Brahimaj,No Nickname,5.1,170.0,72.0,Orthodox,12,5,0,False
Adam Bramhald,Samurai,5.1,135.0,70.0,Orthodox,13,3,0,False
Joe Brammer,The South Side Strangler,5.8,155.0,,Orthodox,7,3,1,False
David Branch,No Nickname,6.1,185.0,78.0,Orthodox,22,6,0,False
Billy Brand,No Nickname,5.6,135.0,65.0,Orthodox,5,2,0,False
Diego Brandao,DB,5.7,145.0,64.0,Orthodox,22,11,0,False
Bruna Brasil,No Nickname,5.6,115.0,65.0,Orthodox,11,5,1,False
Michael Bravo,No Nickname,,155.0,,Orthodox,7,4,0,False
Martin Bravo,El Toro,5.8,145.0,71.0,Southpaw,11,3,0,False
Roman Bravo-Young,No Nickname,,205.0,,Orthodox,0,1,0,False
Mike Breeden,Money,5.1,155.0,70.0,Orthodox,11,6,0,False
Tom Breese,No Nickname,6.3,185.0,73.0,Southpaw,12,3,0,False
Elves Brener,No Nickname,5.1,155.0,72.0,Orthodox,16,6,0,False
Chris Brennan,The Westside Strangler,5.8,170.0,,Orthodox,21,13,1,False
Charlie Brenneman,The Spaniard,5.1,155.0,70.0,Orthodox,19,8,0,False
Robert Breslin,The Bullet,5.11,155.0,,Orthodox,3,9,0,False
Mack Brewer,No Nickname,,205.0,,Orthodox,0,1,0,False
Marcos Brigagao,Ironside,6.3,205.0,76.0,Southpaw,11,1,0,False
Jason Brilz,Hitman,5.11,205.0,71.0,Orthodox,22,6,1,False
Marcus Brimage,The Bama Beast,5.4,135.0,71.0,Southpaw,7,7,0,False
Aaron Brink,No Nickname,6.3,205.0,,Orthodox,26,26,0,False
Henry Briones,Bure,5.8,135.0,69.0,Orthodox,16,8,1,False
Marcelo Brito,Jungle Boy,6.1,170.0,,Orthodox,13,8,0,False
Joanderson Brito,Tubarao,5.8,145.0,72.0,Orthodox,17,5,1,False
Kaik Brito,No Nickname,5.11,170.0,72.0,Orthodox,16,5,0,False
Icaro Brito,No Nickname,,145.0,,Orthodox,7,1,0,False
Antwain Britt,The Juggernaut,6.1,205.0,77.0,Orthodox,11,6,0,False
Drew Brokenshire,No Nickname,,,,Orthodox,16,6,0,False
Mike Bronzoulis,The Greek,6.0,155.0,,Orthodox,18,9,1,False
Jonathan Brookins,No Nickname,6.0,145.0,74.0,Southpaw,16,10,0,False
Will Brooks,Ill,5.1,155.0,72.0,Orthodox,18,4,0,False
Jarred Brooks,The Monkey God,5.3,125.0,62.0,Switch,13,2,0,False
Rob Broughton,The Bear,6.2,265.0,74.0,Orthodox,16,7,1,False
Lee Brousseau,Manimal,6.1,205.0,,Orthodox,5,3,0,False
Matt Brown,The Immortal,6.0,170.0,75.0,Orthodox,26,19,0,False
Mike Brown,No Nickname,5.6,145.0,70.0,Orthodox,26,9,0,False
Dominic Brown,No Nickname,5.11,190.0,,Orthodox,16,23,0,False
Todd Brown,Bulldog,5.11,205.0,,Orthodox,16,4,0,False
Terrell Brown,No Nickname,,185.0,,Orthodox,3,1,0,False
Chris Brown,No Nickname,,170.0,,Orthodox,10,1,0,False
Frederick Brown,No Nickname,6.0,235.0,,Orthodox,3,2,0,False
Randy Brown,Rudeboy,6.3,170.0,78.0,Orthodox,20,6,0,False
Damien Brown,Beatdown,5.1,155.0,68.0,Orthodox,17,12,0,False
TJ Brown,Downtown,5.9,145.0,72.0,Switch,17,11,0,False
Humberto Brown Morrison,No Nickname,5.1,145.0,,Orthodox,4,6,0,False
Travis Browne,Hapa,6.6,255.0,79.0,Orthodox,18,7,1,False
Junie Browning,No Nickname,5.9,155.0,,Orthodox,5,6,0,False
Jules Bruchez,No Nickname,6.0,205.0,,Southpaw,1,2,0,False
Justin Bruckmann,Loaf,5.9,170.0,,Orthodox,7,3,0,False
Cody Brundage,No Nickname,6.0,185.0,72.0,Orthodox,11,7,1,False
Steve Bruno,Hollywood,5.1,170.0,,Orthodox,15,6,0,False
Fernando Bruno,Acougueiro,5.6,145.0,,Orthodox,15,4,0,False
Derek Brunson,The One,6.1,185.0,77.0,Southpaw,23,9,0,False
Josh Bryant,The Beast,5.1,185.0,,Orthodox,15,4,0,False
Dennis Bryant,The Beard,6.0,205.0,,Orthodox,5,2,0,False
Robert Bryczek,No Nickname,6.0,185.0,75.0,Orthodox,18,6,0,False
Lukasz Brzeski,The Bull,6.3,236.0,78.0,Orthodox,9,7,1,False
Marcus Buchecha,No Nickname,6.2,255.0,77.0,Orthodox,5,2,0,False
Justin Buchholz,No Nickname,6.0,155.0,73.0,Orthodox,15,10,0,False
Zak Bucia,No Nickname,5.1,170.0,,Orthodox,17,8,0,False
Courtney Buck,No Nickname,5.1,135.0,,Orthodox,12,11,0,False
Joaquin Buckley,New Mansa,5.1,170.0,76.0,Southpaw,21,7,0,False
Martin Buday,Badys,6.4,265.0,77.0,Orthodox,16,2,0,False
Julia Budd,No Nickname,5.7,145.0,67.0,Orthodox,10,2,0,False
Dylan Budka,The Mindless Hulk,6.0,185.0,75.0,Switch,7,5,0,False
Mike Budnik,No Nickname,5.9,145.0,68.0,Orthodox,13,4,0,False
Francisco Bueno,No Nickname,5.9,225.0,,Orthodox,5,2,0,False
Mayra Bueno Silva,Sheetara,5.6,135.0,66.0,Orthodox,10,5,1,False
Paul Buentello,The Headhunter,6.2,245.0,77.0,Orthodox,35,17,0,False
Marek Bujlo,Bujdzilla,,265.0,,Orthodox,6,0,0,False
Modestas Bukauskas,The Baltic Gladiator,6.3,205.0,76.0,Switch,19,6,0,False
Lee Kwan Bum,No Nickname,6.2,286.0,,Orthodox,0,1,0,False
Josh Bumgarner,No Nickname,6.1,170.0,,Orthodox,6,4,0,False
Shawn Bunch,Bunch the Great,5.5,135.0,,Orthodox,7,3,0,False
Felipe Bunes,Felipinho,5.7,125.0,69.0,Orthodox,14,8,0,False
Shane Burgos,Hurricane,5.11,145.0,75.0,Orthodox,15,3,0,False
Joshua Burkman,The People's Warrior,5.1,170.0,72.0,Orthodox,28,16,0,False
Justin Burlinson,No Nickname,6.1,170.0,74.0,Switch,6,1,0,False
Mads Burnell,No Nickname,5.8,145.0,69.0,Orthodox,9,3,0,False
Mikey Burnett,The Eastside Assassin,5.6,170.0,,Orthodox,5,2,0,False
Kevin Burns,The Fire,5.1,170.0,74.0,Orthodox,12,7,0,False
Gilbert Burns,Durinho,5.1,170.0,71.0,Orthodox,22,9,0,False
Josh Burns,The Hammer,6.1,244.0,,Orthodox,8,10,0,False
Herbert Burns,The Blaze,5.9,145.0,73.0,Orthodox,11,6,0,False
Derrick Burnsed,No Nickname,,155.0,,Orthodox,1,0,3,False
Nah-Shon Burrell,The Rock n Rolla,5.11,170.0,,Orthodox,15,7,0,False
Martin Buschkamp,No Nickname,5.9,145.0,,Orthodox,9,0,0,False
George Bush,No Nickname,6.1,205.0,,Orthodox,5,2,0,False
Bubba Bush,The Fightin' Texas Aggie,6.0,185.0,,Orthodox,8,3,0,False
Dakota Bush,No Nickname,5.1,155.0,73.0,Orthodox,8,4,0,False
Murilo Bustamante,No Nickname,6.2,183.0,,Orthodox,15,8,1,False
Nick Bustamante,No Nickname,5.9,170.0,,Orthodox,5,3,0,False
Eduardo Bustillos,No Nickname,5.8,135.0,,Orthodox,5,3,0,False
Jason Butcher,No Nickname,6.3,185.0,,Orthodox,10,2,0,False
Todd Butler,No Nickname,6.1,200.0,,Southpaw,1,4,0,False
Goldman Butler,No Nickname,,,,Orthodox,1,4,0,False
Ian Butler,No Nickname,5.8,155.0,,Orthodox,3,3,0,False
Raphael Butler,The Silencer,6.3,261.0,,Orthodox,9,2,1,False
Jesse Butler,No Nickname,5.1,135.0,73.0,Orthodox,12,6,0,False
JP Buys,Young Savage,5.5,135.0,67.0,Orthodox,9,6,0,False
Dennis Buzukja,The Great,5.9,145.0,70.0,Switch,12,5,0,False
Charles Byrd,Kid Dynamite,5.1,185.0,73.0,Orthodox,10,7,0,False
Steve Byrnes,The Sergeant,6.0,170.0,,Orthodox,6,1,0,False
Michael Byrnes,No Nickname,5.11,155.0,,Orthodox,5,3,0,False
Yan Cabral,No Nickname,5.11,155.0,73.0,Orthodox,13,3,0,False
Juan Cabrera,Papi Juancho,,185.0,,Orthodox,9,1,0,False
Alvin Cacdac,No Nickname,5.6,125.0,,Orthodox,18,13,0,False
Alex Caceres,Bruce Leeroy,5.1,145.0,73.0,Southpaw,21,15,0,False
Vince Cachero,The Anomaly,5.6,145.0,68.0,Orthodox,7,4,0,False
Priscila Cachoeira,Zombie Girl,5.7,135.0,65.0,Orthodox,13,7,0,False
Travis Calanoc,The Dark Knight,5.8,145.0,,Orthodox,5,1,0,False
Ricky Calatayud,No Nickname,5.9,125.0,,Orthodox,16,2,0,False
Lucas Caldas,No Nickname,,155.0,,Orthodox,6,1,0,False
Carlos Calderon,Chief,5.11,145.0,71.0,Southpaw,6,3,0,False
Darrion Caldwell,The Wolf,5.1,135.0,,Orthodox,10,1,0,False
Nicolle Caliari,No Nickname,5.3,125.0,62.0,Orthodox,8,4,0,False
Taylor Callens,No Nickname,5.1,155.0,,Orthodox,6,0,0,False
Cynthia Calvillo,No Nickname,5.4,115.0,64.0,Orthodox,9,6,1,False
Joe Camacho,No Nickname,5.9,155.0,,Orthodox,13,19,3,False
Frank Camacho,The Crank,5.1,155.0,73.0,Orthodox,22,10,0,False
Lucas Camacho,No Nickname,6.4,265.0,80.0,Orthodox,6,1,0,False
Matheus Camilo,Jaguar,5.1,155.0,69.0,Orthodox,9,3,0,False
Fabricio Camoes,Morango,5.1,155.0,71.0,Orthodox,14,9,1,False
Chris Camozzi,No Nickname,6.2,185.0,75.0,Orthodox,24,13,0,False
Brian Camozzi,Mantis,6.2,170.0,78.0,Orthodox,7,5,0,False
Ricky Camp,2 Slick,5.7,135.0,,Orthodox,11,4,0,False
Mike Campbell,The Beast,5.9,155.0,,Southpaw,13,4,0,False
Thomas Campbell,No Nickname,,,,Orthodox,3,3,0,False
Shane Campbell,Shaolin,6.0,155.0,71.0,Orthodox,14,6,0,False
Charlie Campbell,The Cannibal,6.0,155.0,72.0,Orthodox,9,2,0,False
Kitt Campbell,The Killer,6.1,170.0,73.0,Orthodox,16,7,0,False
Kurtis Campbell,The Pink Panther,,145.0,,Switch,7,0,0,False
John Campetella,No Nickname,5.9,235.0,,Orthodox,0,1,0,False
Wagner Campos,Galeto,5.6,145.0,,Southpaw,12,10,0,False
Derek Campos,The Stallion,5.9,155.0,,Orthodox,19,6,0,False
Will Campuzano,No Nickname,5.9,125.0,70.0,Orthodox,14,6,0,False
Aleksa Camur,No Nickname,6.1,205.0,74.0,Orthodox,6,3,0,False
Chico Camus,The King,5.6,125.0,66.0,Orthodox,17,7,0,False
Asbel Cancio,No Nickname,5.1,225.0,,Orthodox,0,1,0,False
Carlos Candelario,The Cannon,5.8,125.0,68.0,Southpaw,8,3,0,False
Ronaldo Candido,Pacman,5.6,125.0,,Southpaw,6,0,0,False
Luiz Cane,Banha,6.2,185.0,77.0,Southpaw,17,7,0,False
Guido Cannetti,Ninja,5.6,135.0,68.0,Southpaw,10,8,0,False
Jared Cannonier,The Killa Gorilla,5.11,185.0,77.0,Switch,18,9,0,False
Jose Canseco,No Nickname,6.4,240.0,,Orthodox,0,1,0,False
Cody Canterbury,No Nickname,5.8,155.0,,Orthodox,1,10,0,False
Bo Cantrell,Redrum,6.2,235.0,,Orthodox,10,10,0,False
Steve Cantwell,The Robot,6.2,185.0,75.0,Orthodox,7,6,0,False
Paul Capaldo,No Nickname,5.7,135.0,,Orthodox,6,0,0,False
Phil Caracappa,The Hitman,5.8,135.0,70.0,Orthodox,6,1,0,False
Frank Caracci,No Nickname,,,,Orthodox,2,3,0,False
Gina Carano,Conviction,5.8,145.0,,Orthodox,7,1,0,False
Dos Caras Jr.,No Nickname,6.4,225.0,,Orthodox,9,5,0,False
Bryan Caraway,Kid Lightning,5.8,135.0,68.0,Orthodox,21,9,0,False
Remo Cardarelli,No Nickname,,135.0,,Orthodox,7,5,0,False
Phil Cardella,No Nickname,5.11,155.0,,Orthodox,8,5,0,False
Edgar Cardenas,Kitty Katt,,145.0,,Orthodox,4,1,0,False
Chris Cariaso,Kamikaze,5.3,125.0,64.0,Southpaw,17,8,0,False
Ronald Carillo,No Nickname,,125.0,,Orthodox,4,2,0,False
Rafael Carino,No Nickname,6.8,245.0,,Orthodox,2,1,1,False
Don Carlo-Clauss,No Nickname,,170.0,,Orthodox,10,7,0,False
Antonio Carlos Junior,Cara de Sapato,6.2,185.0,79.0,Orthodox,11,5,0,False
Spike Carlyle,Alpha Ginger,5.8,145.0,71.0,Switch,9,3,0,False
Francis Carmont,Limitless,6.3,205.0,78.0,Orthodox,25,12,0,False
Liz Carmouche,Girlrilla,5.6,125.0,66.0,Orthodox,13,7,0,False
Roan Carneiro,Jucao,5.11,170.0,76.0,Orthodox,21,11,0,False
Ariane Carnelossi,Sorriso,5.2,115.0,61.0,Orthodox,15,3,0,False
Luana Carolina,Dread,5.6,135.0,69.0,Orthodox,11,4,0,False
Tim Caron,The Bear,6.1,185.0,,Orthodox,7,1,0,False
Clayton Carpenter,No Nickname,5.6,125.0,66.0,Orthodox,8,1,0,False
Gabriel Carrasco,No Nickname,5.6,135.0,,Orthodox,7,0,0,False
Cody Carrillo,No Nickname,5.1,155.0,,Orthodox,11,16,0,False
Cain Carrizosa,The Insane,5.8,155.0,,Orthodox,10,3,0,False
Roger Carroll,The Leprechaun,5.1,170.0,,Orthodox,16,14,0,False
Jonny Carson,No Nickname,5.1,155.0,,Orthodox,11,7,0,False
Scott Carson,No Nickname,6.2,215.0,,Orthodox,4,2,0,False
Shonie Carter,Mr. International,5.1,170.0,,Southpaw,51,31,7,False
Jack Cartwright,No Nickname,5.9,135.0,68.0,Orthodox,10,1,0,False
Bruno Carvalho,No Nickname,5.8,154.0,,Orthodox,10,5,0,False
Antonio Carvalho,Pato,5.9,145.0,70.0,Orthodox,15,6,0,False
Rafael Carvalho,No Nickname,6.3,185.0,,Orthodox,14,1,0,False
Shane Carwin,The Engineer,6.2,265.0,80.0,Orthodox,12,2,0,False
Johnny Case,Hollywood,5.1,155.0,72.0,Orthodox,22,6,0,False
Kevin Casey,King,5.11,185.0,77.0,Southpaw,9,5,2,False
Cortney Casey,Cast Iron,5.7,125.0,67.0,Orthodox,10,10,0,False
Brandon Cash,Money,6.5,255.0,,Orthodox,10,4,0,False
Bendy Casimir,No Nickname,5.5,145.0,,Southpaw,20,14,2,False
Dwayne Cason,No Nickname,5.1,212.0,,Orthodox,1,1,0,False
Joe Cason,No Nickname,6.3,205.0,,Orthodox,9,1,0,False
John Castaneda,Sexi Mexi,5.6,135.0,71.0,Switch,21,8,0,False
Eric Castile,No Nickname,5.8,145.0,,Orthodox,3,2,0,False
Gil Castillo,No Nickname,5.9,170.0,,Southpaw,8,5,0,False
Danny Castillo,Last Call,5.9,155.0,71.0,Orthodox,17,10,0,False
Raul Castillo,No Nickname,5.11,185.0,,Orthodox,7,1,0,False
Jenna Castillo,No Nickname,5.2,125.0,,Orthodox,1,0,0,False
Tim Catalfo,Obake,5.11,235.0,,Orthodox,4,2,0,False
Nick Catone,The Jersey Devil,6.0,185.0,72.0,Southpaw,10,4,0,False
Luke Caudillo,Lil' Hulk,5.7,155.0,,Orthodox,17,17,0,False
Gesias Cavalcante,JZ,5.8,155.0,71.0,Orthodox,21,10,1,False
Rafael Cavalcante,Feijao,6.1,205.0,74.0,Orthodox,12,7,0,False
Jacqueline Cavalcanti,No Nickname,5.8,135.0,70.0,Orthodox,9,1,0,False
Igor Cavalcanti,Jacare,5.11,170.0,79.0,Orthodox,9,1,0,False
Magnus Cedenblad,Jycken,6.5,185.0,79.0,Orthodox,14,5,0,False
Yosdenis Cedeno,Pink Panther,5.8,155.0,69.0,Orthodox,10,6,1,False
Henry Cejudo,Triple C,5.4,135.0,64.0,Orthodox,16,5,0,False
Adam Cella,El Naturel,6.2,170.0,,Orthodox,6,8,0,False
Vinicius Cenci,Chambinho,6.1,155.0,74.0,Orthodox,7,2,0,False
Katlyn Cerminara,Blonde Fighter,5.9,125.0,68.0,Orthodox,18,6,0,False
Rafael Cerqueira,The Lion,6.3,205.0,76.0,Southpaw,11,3,0,False
Donald Cerrone,Cowboy,6.1,155.0,73.0,Orthodox,36,17,0,False
Jared Chaffee,No Nickname,5.1,155.0,,Orthodox,5,2,0,False
Luan Chagas,Tarzan,6.0,170.0,75.0,Orthodox,15,3,1,False
Edgar Chairez,Puro Chicali,5.7,125.0,71.0,Orthodox,12,6,0,False
Ansar Chalangov,No Nickname,5.9,170.0,,Orthodox,14,5,0,False
Alex Chambers,Astro Girl,5.3,115.0,63.0,Southpaw,5,5,0,False
Michael Chandler,Iron,5.8,155.0,71.0,Orthodox,23,10,0,False
Chelsea Chandler,No Nickname,5.8,135.0,68.0,Southpaw,6,4,0,False
Eduardo Chapolin,No Nickname,5.7,125.0,67.0,Orthodox,15,2,0,False
Donnie Chappell,No Nickname,5.11,178.0,,Southpaw,0,1,0,False
Joe Charles,The Ghetto Man,6.1,260.0,,Southpaw,6,13,0,False
Dan Charles,The Man,6.2,228.0,,Orthodox,10,6,1,False
Morgan Charriere,The Last Pirate,5.8,145.0,69.0,Orthodox,21,11,1,False
Jeisla Chaves,A Braba,5.6,125.0,68.0,Orthodox,7,0,0,False
Ernest Chavez,EJ,5.8,145.0,70.0,Orthodox,10,2,0,False
Emilio Chavez,No Nickname,5.9,145.0,,Orthodox,12,9,0,False
Danny Chavez,The Colombian Warrior,5.8,145.0,67.0,Orthodox,11,5,1,False
Gabriel Checco,Zangief,6.1,185.0,,Switch,10,2,0,False
Albert Cheng,No Nickname,5.11,170.0,,Orthodox,7,4,0,False
Fabio Cherant,Water Buffalo,6.1,205.0,74.0,Southpaw,7,4,0,False
Ion Cherdivara,No Nickname,,205.0,,Orthodox,1,1,0,False
Mark Cherico,The Pride of Bloomfield,5.7,145.0,69.0,Orthodox,11,1,0,False
Macy Chiasson,No Nickname,5.11,135.0,72.0,Orthodox,11,4,0,False
Michael Chiesa,Maverick,6.1,170.0,75.0,Southpaw,19,7,0,False
Giga Chikadze,Ninja,6.0,145.0,74.0,Orthodox,15,5,0,False
Khamzat Chimaev,Borz,6.2,185.0,75.0,Orthodox,15,0,0,True
Sako Chivitchian,No Nickname,5.11,155.0,,Orthodox,8,1,0,False
Mu Bae Choi,No Nickname,6.2,230.0,,Orthodox,12,6,0,False
Hong Man Choi,Techno Goliath,7.2,330.0,,Orthodox,4,5,0,False
Dooho Choi,The Korean Superboy,5.1,145.0,70.0,Orthodox,16,4,1,False
SeungWoo Choi,Sting,6.0,145.0,74.0,Orthodox,11,8,0,False
SeungGuk Choi,No Nickname,5.6,125.0,64.0,Orthodox,7,3,0,False
DongHun Choi,No Nickname,5.5,125.0,66.0,Switch,9,0,0,False
Mark Choinski,The Shark,5.8,155.0,69.0,Orthodox,8,1,0,False
John Cholish,No Nickname,5.11,155.0,74.0,Orthodox,8,3,0,False
Ryo Chonan,Piranah,5.9,170.0,70.0,Orthodox,22,13,0,False
Will Chope,The Kill,6.4,145.0,,Switch,34,13,0,False
Cody Chovancek,The Best Fisherman in MMA,5.8,135.0,67.0,Switch,9,0,0,False
Joachim Christensen,No Nickname,6.3,205.0,76.0,Orthodox,14,6,0,False
Kevin Christian,No Nickname,6.7,205.0,80.0,Orthodox,9,2,0,False
Dan Christison,The Sandman,6.8,265.0,,Orthodox,20,7,0,False
Anthony Christodoulou,No Nickname,5.9,155.0,,Orthodox,12,7,0,False
Murad Chunkaiev,No Nickname,5.11,185.0,,Orthodox,8,4,0,False
Cameron Church,No Nickname,5.11,155.0,72.0,Orthodox,4,1,0,False
Steven Ciaccio,Stryker,6.0,170.0,,Orthodox,4,4,0,False
Mike Ciesnolevicz,No Nickname,6.0,235.0,,Orthodox,19,4,0,False
Hannah Cifers,Shockwave,5.1,115.0,62.0,Orthodox,10,7,0,False
Branko Cikatic,No Nickname,6.1,215.0,,Orthodox,0,2,0,False
Nikolajus Cilkinas,No Nickname,,,,Orthodox,2,6,0,False
Misha Cirkunov,No Nickname,6.3,205.0,77.0,Orthodox,15,9,0,False
Johnny Cisneros,The Tattooed Terror,5.11,170.0,,Orthodox,9,6,0,False
Laverne Clark,No Nickname,5.11,170.0,,Orthodox,27,21,1,False
Logan Clark,No Nickname,6.2,185.0,,Orthodox,18,6,0,False
