Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id,Result_1,Result_2,Time Format,Referee,Method Details,Sig. Str. %_1,Sig. Str. %_2,Sub. Att_1,Sub. Att_2,Rev._1,Rev._2,Ctrl_1,Ctrl_2,Head_%_1,Head_%_2,Body_%_1,Body_%_2,Leg_%_1,Leg_%_2,Distance_%_1,Distance_%_2,Clinch_%_1,Clinch_%_2,Ground_%_1,Ground_%_2,Total Str._%_1,Total Str._%_2,Sig. Str._%_1,Sig. Str._%_2
Leonardo Santos,Roman Bogatov,0,0,66,50,1,1,0,0,Lightweight,U-DEC,3,5:00,dbd198f780286aca,W,L,3 Rnd (5-5-5),Marc Goddard,Lukasz Bosacki26 - 29.Ben Cartlidge26 - 29.Clemens Werner26 - 29.,0.55,0.42,0,0,0,1,94,367,0.53,0.29,0.67,0.69,1.0,1.0,0.47,0.39,0.83,0.86,0.78,0.5,0.64,0.52,0.55,0.43
Marcin Tybura,Maxim Grishin,0,0,24,18,3,0,0,0,Heavyweight,U-DEC,3,5:00,dbd198f780286aca,W,L,3 Rnd (5-5-5),Herb Dean,Mark Collett27 - 30.David Lethaby26 - 30.Anders Ohlsson27 - 30.,0.46,0.56,0,0,0,0,565,16,0.42,0.45,0.56,0.8,0.57,0.71,0.38,0.52,0.55,0.8,1.0,0,0.59,0.76,0.46,0.56
Raulian Paiva,Zhalgas Zhumagulov,0,0,52,66,0,2,0,0,Flyweight,U-DEC,3,5:00,dbd198f780286aca,W,L,3 Rnd (5-5-5),Leon Roberts,Lukasz Bosacki28 - 29.Ben Cartlidge28 - 29.Vito Paolillo28 - 29.,0.42,0.55,0,0,0,0,43,29,0.2,0.31,0.71,0.68,0.84,0.91,0.43,0.56,0.5,0.5,0,0.5,0.45,0.58,0.43,0.55
Karol Rosa,Vanessa Melo,0,0,120,45,2,0,0,0,Women's Bantamweight,U-DEC,3,5:00,dbd198f780286aca,W,L,3 Rnd (5-5-5),Daniel Movahedi,David Lethaby26 - 30.Anders Ohlsson27 - 29.Clemens Werner26 - 30.,0.52,0.33,0,0,0,0,350,6,0.46,0.21,0.69,0.5,0.84,0.82,0.49,0.32,1.0,1.0,0.65,0,0.61,0.46,0.53,0.33
Martin Day,Davey Grant,1,1,74,62,2,0,1,0,Bantamweight,KO/TKO Punch,3,2:38,dbd198f780286aca,L,W,3 Rnd (5-5-5),Rich Mitchell,Punch to Head At Distance,0.38,0.41,0,1,1,0,88,128,0.34,0.33,0.62,0.79,0.67,0.89,0.39,0.41,0,0.67,0.4,0.6,0.41,0.46,0.39,0.42
Dustin Poirier,Dan Hooker,0,0,153,155,1,4,4,0,Lightweight,U-DEC,5,5:00,c32eab6c2119e989,W,L,5 Rnd (5-5-5-5-5),Herb Dean,Sal D'amato47 - 48.Derek Cleary47 - 48.Eric Colon46 - 48.,0.66,0.61,4,0,0,0,169,362,0.64,0.55,0.83,0.68,1.0,0.91,0.62,0.59,0.91,0.75,0.81,0.88,0.72,0.64,0.66,0.61
Mike Perry,Mickey Gall,1,0,76,55,1,0,0,0,Welterweight,U-DEC,3,5:00,c32eab6c2119e989,W,L,3 Rnd (5-5-5),Keith Peterson,Mike Bell28 - 29.Sal D'amato28 - 29.Dave Hagen28 - 29.,0.58,0.51,0,0,0,1,344,51,0.5,0.44,0.7,0.89,1.0,1.0,0.51,0.53,1.0,0.5,0.76,0.33,0.65,0.53,0.58,0.52
Gian Villante,Maurice Greene,0,1,63,72,0,0,1,0,Heavyweight,SUB Arm Triangle,3,3:44,c32eab6c2119e989,L,W,3 Rnd (5-5-5),Mark Smith,Arm Triangle From Bottom Half Guard,0.68,0.45,0,1,0,0,157,0,0.59,0.28,0.69,0.63,0.87,0.87,0.65,0.46,0,1.0,0.81,0,0.72,0.46,0.69,0.46
Brendan Allen,Kyle Daukaus,1,0,41,34,0,3,0,0,Middleweight,U-DEC,3,5:00,c32eab6c2119e989,W,L,3 Rnd (5-5-5),Chris Tognoni,Sal D'amato28 - 29.Mike Bell27 - 29.Dave Hagen27 - 30.,0.62,0.58,0,0,4,1,337,464,0.56,0.57,0.9,0.6,1.0,1.0,0.5,0.54,1.0,0.67,0.68,0.65,0.72,0.72,0.62,0.59
Takashi Sato,Jason Witt,1,0,18,2,0,0,0,0,Welterweight,KO/TKO Punches,1,0:48,c32eab6c2119e989,W,L,3 Rnd (5-5-5),Chris Tognoni,Punches to Head On Ground,0.85,0.4,0,0,0,0,11,0,0.86,0.0,0,0.5,0,1.0,0.6,0.4,0,0,0.94,0,0.86,0.4,0.86,0.4
Sean Woodson,Julian Erosa,0,1,103,106,3,0,1,0,Catch Weight,SUB D'Arce Choke,3,2:44,c32eab6c2119e989,L,W,3 Rnd (5-5-5),Keith Peterson,D'Arce Choke On Ground,0.48,0.5,0,1,0,0,5,73,0.46,0.42,0.7,0.56,1.0,0.87,0.48,0.47,0.6,0.7,0.33,0,0.5,0.51,0.48,0.5
Luis Pena,Khama Worthy,0,0,55,38,0,3,1,3,Lightweight,SUB Guillotine Choke,3,2:53,c32eab6c2119e989,L,W,3 Rnd (5-5-5),Mark Smith,Guillotine Choke On Ground,0.49,0.54,3,1,0,2,253,46,0.41,0.33,0.75,0.82,0.88,0.94,0.47,0.53,0,0.5,0.71,1.0,0.51,0.58,0.49,0.54
Philipe Lins,Tanner Boser,1,0,15,6,0,0,0,0,Heavyweight,KO/TKO Punches,1,2:41,c32eab6c2119e989,L,W,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,0.35,0.68,0,0,0,0,0,1,0.33,0.5,0.38,1.0,0,0.88,0.35,0.67,0,0,0,1.0,0.35,0.68,0.35,0.68
Kay Hansen,Jinh Yu Frey,0,0,31,26,2,0,1,0,Women's Strawweight,SUB Armbar,3,2:26,c32eab6c2119e989,W,L,3 Rnd (5-5-5),Keith Peterson,Armbar On Ground,0.56,0.56,1,0,0,0,271,7,0.43,0.32,1.0,0.57,0.5,0.88,0.4,0.59,1.0,0.5,1.0,0.0,0.64,0.56,0.56,0.57
Jordan Griffin,Youssef Zalal,0,0,59,28,0,2,0,0,Featherweight,U-DEC,3,5:00,c32eab6c2119e989,L,W,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd28 - 29.Mike Bell28 - 29.Dave Hagen28 - 29.,0.4,0.52,0,0,1,1,334,263,0.39,0.49,1.0,0.61,0,0.67,0.42,0.48,0,1.0,0.0,0.0,0.45,0.57,0.41,0.53
Curtis Blaydes,Alexander Volkov,0,0,69,31,14,1,0,0,Heavyweight,U-DEC,5,5:00,2eab7a6c8b0ed8cc,W,L,5 Rnd (5-5-5-5-5),Herb Dean,Eric Colon46 - 49.Sal D'amato47 - 48.Chris Lee46 - 48.,0.69,0.4,0,0,0,0,1192,46,0.57,0.35,0.78,0.5,0.93,1.0,0.58,0.41,1.0,0.0,0.8,0,0.71,0.72,0.7,0.4
Josh Emmett,Shane Burgos,2,0,127,128,1,0,0,0,Featherweight,U-DEC,3,5:00,2eab7a6c8b0ed8cc,W,L,3 Rnd (5-5-5),Jason Herzog,Mike Bell27 - 29.Derek Cleary28 - 29.Ron McCarthy28 - 29.,0.47,0.51,0,0,0,0,84,0,0.42,0.39,0.76,0.62,1.0,0.91,0.46,0.5,0,1.0,0.7,0,0.49,0.55,0.48,0.51
Raquel Pennington,Marion Reneau,0,0,107,46,1,2,0,0,Women's Bantamweight,U-DEC,3,5:00,2eab7a6c8b0ed8cc,W,L,3 Rnd (5-5-5),Mark Smith,Mike Bell28 - 29.Eric Colon27 - 30.Sal D'amato28 - 29.,0.69,0.39,0,0,1,0,329,228,0.56,0.24,0.92,0.8,1.0,0.86,0.55,0.26,0.93,0.73,0.8,0,0.72,0.53,0.69,0.39
Belal Muhammad,Lyman Good,0,0,82,81,2,0,0,0,Welterweight,U-DEC,3,5:00,2eab7a6c8b0ed8cc,W,L,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary28 - 29.Chris Lee28 - 29.Ron McCarthy28 - 29.,0.47,0.47,0,0,0,0,104,7,0.4,0.38,0.88,0.88,0.91,0.83,0.46,0.41,0.75,1.0,0,0,0.49,0.48,0.48,0.47
Jim Miller,Roosevelt Roberts,0,0,2,1,0,0,1,0,Catch Weight,SUB Armbar,1,2:25,2eab7a6c8b0ed8cc,W,L,3 Rnd (5-5-5),Herb Dean,Armbar From Bottom Guard,0.66,0.5,1,0,0,0,108,26,0.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0,0,0.5,1.0,0.9,0.88,0.67,0.5
Clay Guida,King Green,0,0,85,23,2,3,2,0,Lightweight,U-DEC,3,5:00,2eab7a6c8b0ed8cc,L,W,3 Rnd (5-5-5),Jason Herzog,Derek Cleary28 - 29.Ron McCarthy28 - 29.Chris Lee27 - 30.,0.35,0.56,0,2,0,0,272,71,0.22,0.4,0.2,0.82,0.86,1.0,0.36,0.46,0.0,0.94,0,1.0,0.39,0.57,0.35,0.57
Tecia Pennington,Brianna Fortino,0,0,74,34,0,2,0,0,Women's Strawweight,U-DEC,3,5:00,2eab7a6c8b0ed8cc,W,L,3 Rnd (5-5-5),Mark Smith,Mike Bell27 - 30.Sal D'amato27 - 30.Rick Winter27 - 30.,0.46,0.5,0,0,0,0,129,274,0.33,0.23,0.95,0.95,1.0,0.67,0.4,0.35,0.81,0.94,0.67,0,0.56,0.52,0.46,0.5
Marc-Andre Barriault,Oskar Piechota,1,0,74,37,1,0,0,0,Middleweight,Overturned Punches,2,4:50,2eab7a6c8b0ed8cc,NC,NC,3 Rnd (5-5-5),Chris Tognoni,Failed Drug Test by Barriault,0.54,0.44,0,0,0,0,105,7,0.5,0.38,0.71,0.88,0.89,0.75,0.41,0.41,0.79,1.0,0.78,0,0.54,0.45,0.54,0.44
Cortney Casey,Gillian Robertson,0,0,21,22,3,0,1,0,Women's Flyweight,SUB Rear Naked Choke,3,4:36,2eab7a6c8b0ed8cc,L,W,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke,0.4,0.42,0,1,0,0,0,665,0.34,0.37,0.67,0.5,0.8,0.8,0.38,0.24,1.0,1.0,0,0.75,0.74,0.57,0.4,0.42
Frank Camacho,Justin Jaynes,1,0,16,4,0,0,0,0,Lightweight,KO/TKO Punches,1,0:41,2eab7a6c8b0ed8cc,L,W,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,0.26,0.53,0,0,0,0,0,3,0.29,0.5,0.0,1.0,0,0,0.27,0.45,0,0.8,0,0.67,0.27,0.53,0.27,0.53
Roxanne Modafferi,Lauren Murphy,0,0,72,44,2,0,0,0,Women's Flyweight,U-DEC,3,5:00,2eab7a6c8b0ed8cc,L,W,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary27 - 30.Rick Winter27 - 30.Chris Lee28 - 29.,0.25,0.45,0,0,1,0,248,53,0.22,0.36,0.33,0.67,0.71,0.95,0.24,0.43,0.45,1.0,0,0.8,0.34,0.52,0.25,0.46
Austin Hubbard,Max Rohskopf,0,0,58,17,0,2,0,1,Lightweight,KO/TKO,2,5:00,2eab7a6c8b0ed8cc,W,L,3 Rnd (5-5-5),Mark Smith,No details provided,0.57,0.31,0,1,0,0,0,67,0.52,0.2,0.5,1.0,0.88,0.78,0.57,0.31,0.6,0,0,0,0.58,0.31,0.57,0.31
Jessica Eye,Cynthia Calvillo,0,0,113,70,4,0,0,0,Women's Flyweight,U-DEC,5,5:00,1e13936d708bcff7,L,W,5 Rnd (5-5-5-5-5),Herb Dean,Sal D'amato46 - 49.Derek Cleary46 - 49.Eric Colon47 - 48.,0.25,0.47,0,0,0,0,0,466,0.23,0.42,0.59,0.67,0.5,1.0,0.25,0.47,0.25,1.0,0,0.64,0.25,0.51,0.25,0.48
Karl Roberson,Marvin Vettori,0,0,45,4,2,0,2,0,Middleweight,SUB Rear Naked Choke,1,4:17,1e13936d708bcff7,L,W,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke,0.25,0.7,0,2,0,0,19,125,0.25,0.7,0,0,0,0,0.25,0.17,0,0,0,0.83,0.25,0.76,0.25,0.7
Charles Rosa,Kevin Aguilar,0,0,69,53,0,0,0,0,Lightweight,S-DEC,3,5:00,1e13936d708bcff7,W,L,3 Rnd (5-5-5),Mark Smith,Eric Colon28 - 29.Sal D'amato28 - 29.Dave Hagen29 - 28.,0.39,0.39,0,0,0,0,0,4,0.28,0.31,0.58,0.77,0.75,0.5,0.4,0.38,0,0.6,0,0,0.4,0.39,0.4,0.39
Andre Fili,Charles Jourdain,0,1,44,62,5,0,0,0,Featherweight,S-DEC,3,5:00,1e13936d708bcff7,W,L,3 Rnd (5-5-5),Chris Tognoni,Eric Colon28 - 29.Derek Cleary28 - 29.Ron McCarthy29 - 28.,0.25,0.44,0,0,0,0,106,14,0.23,0.31,0.5,0.47,0.75,1.0,0.25,0.46,0.0,0.0,0.4,0.33,0.28,0.46,0.26,0.45
Jordan Espinosa,Mark De La Rosa,0,0,126,37,2,0,0,0,Bantamweight,U-DEC,3,5:00,1e13936d708bcff7,W,L,3 Rnd (5-5-5),Herb Dean,Mike Bell27 - 30.Tony Weeks27 - 30.Sal D'amato26 - 30.,0.68,0.31,0,0,0,0,142,229,0.62,0.17,0.94,0.63,0.89,0.58,0.59,0.31,0.85,0.31,0.82,0,0.74,0.34,0.68,0.31
Mariya Agapova,Hannah Cifers,1,0,29,11,0,0,1,0,Women's Flyweight,SUB Rear Naked Choke,1,2:42,1e13936d708bcff7,W,L,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke,0.55,0.34,1,0,0,0,24,30,0.49,0.19,0.8,0.6,1.0,0.67,0.54,0.3,0.59,0.44,0,0,0.61,0.39,0.56,0.34
Merab Dvalishvili,Gustavo Lopez,0,0,73,14,13,0,2,0,Catch Weight,U-DEC,3,5:00,1e13936d708bcff7,W,L,3 Rnd (5-5-5),Mark Smith,Sal D'amato26 - 30.Adalaide Byrd26 - 30.Mike Bell25 - 30.,0.57,0.24,2,0,0,0,555,2,0.47,0.11,0.87,1.0,0.93,0.67,0.43,0.23,1.0,0.29,0.66,0,0.59,0.48,0.57,0.25
Julia Avila,Gina Mazany,0,0,11,2,0,0,0,0,Women's Bantamweight,KO/TKO Punches,1,0:22,1e13936d708bcff7,W,L,3 Rnd (5-5-5),Chris Tognoni,Punches to Head In Clinch,0.55,0.5,0,0,0,0,5,0,0.53,0.5,1.0,0,0,0,0.17,0.33,0.71,1.0,0,0,0.5,0.5,0.55,0.5
Tyson Nam,Zarrukh Adashev,1,0,2,2,0,0,0,0,Bantamweight,KO/TKO Punch,1,0:32,1e13936d708bcff7,W,L,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,0.66,0.33,0,0,0,0,2,0,0.67,0.2,0,0,0,1.0,0.5,0.33,0,0,1.0,0,0.67,0.33,0.67,0.33
Anthony Ivy,Christian Aguilera,0,0,10,4,0,0,0,0,Welterweight,KO/TKO Punches,1,0:59,1e13936d708bcff7,L,W,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head At Distance,0.36,0.43,0,0,0,0,0,0,0.0,0.41,0,1.0,1.0,0,0.36,0.43,0,0,0,0,0.36,0.43,0.36,0.43
Amanda Nunes,Felicia Spencer,0,0,124,42,6,0,1,0,Women's Featherweight,U-DEC,5,5:00,4c12aa7ca246e7a4,W,L,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary44 - 50.Chris Lee44 - 50.Sal D'amato45 - 50.,0.57,0.32,1,0,0,0,481,9,0.53,0.23,0.65,0.78,0.88,0.73,0.53,0.31,1.0,0.44,0.8,0.67,0.59,0.43,0.58,0.32
Raphael Assuncao,Cody Garbrandt,1,0,19,17,0,0,0,0,Bantamweight,KO/TKO Punch,2,4:59,4c12aa7ca246e7a4,L,W,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance,0.32,0.44,0,0,0,0,0,3,0.16,0.29,0.18,0.4,0.69,0.71,0.33,0.44,0,0,0,0,0.33,0.44,0.33,0.44
Aljamain Sterling,Cory Sandhagen,0,0,2,1,0,0,2,0,Bantamweight,SUB Rear Naked Choke,1,1:28,4c12aa7ca246e7a4,W,L,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,0.66,0.5,2,0,0,0,73,0,0,0.0,0,1.0,0.67,0,0.67,0.5,0,0,0,0,0.83,0.5,0.67,0.5
Neil Magny,Anthony Rocco Martin,0,0,64,37,0,1,0,0,Welterweight,U-DEC,3,5:00,4c12aa7ca246e7a4,W,L,3 Rnd (5-5-5),Mark Smith,Rick Winter27 - 30.Dave Hagen27 - 30.Eric Colon28 - 29.,0.58,0.45,0,0,0,0,139,297,0.43,0.37,0.85,1.0,0.85,0.88,0.52,0.44,0.94,0.6,0,0,0.63,0.51,0.58,0.45
Eddie Wineland,Sean O'Malley,1,0,13,4,0,0,0,0,Bantamweight,KO/TKO Punch,1,1:54,4c12aa7ca246e7a4,L,W,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,0.57,0.65,0,0,0,0,0,0,0.6,0.5,0.5,0.71,0,1.0,0.57,0.65,0,0,0,0,0.57,0.65,0.57,0.65
Alex Caceres,Chase Hooper,1,0,103,53,1,0,0,0,Featherweight,U-DEC,3,5:00,4c12aa7ca246e7a4,W,L,3 Rnd (5-5-5),Keith Peterson,Derek Cleary27 - 30.Mike Bell27 - 30.Rick Winter27 - 30.,0.62,0.28,0,0,0,1,151,176,0.58,0.23,0.81,0.79,0.92,0.67,0.6,0.26,0.83,1.0,0.78,0.75,0.64,0.3,0.63,0.28
Ian Heinisch,Gerald Meerschaert,1,0,20,3,0,0,0,0,Middleweight,KO/TKO Punch,1,1:14,4c12aa7ca246e7a4,W,L,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance,0.8,0.3,0,0,0,0,13,0,0.77,0.12,1.0,1.0,1.0,0,1.0,0.3,0,0,0.75,0,0.81,0.3,0.8,0.3
Cody Stamann,Brian Kelleher,0,0,89,57,2,1,0,0,Featherweight,U-DEC,3,5:00,4c12aa7ca246e7a4,W,L,3 Rnd (5-5-5),Mark Smith,Eric Colon27 - 30.Dave Hagen27 - 30.Tony Weeks27 - 30.,0.49,0.32,0,0,0,0,108,44,0.44,0.2,0.76,0.43,1.0,0.9,0.47,0.31,0.7,0.5,0.83,1.0,0.55,0.35,0.5,0.32
Charles Byrd,Maki Pitolo,0,0,29,11,3,1,0,0,Middleweight,KO/TKO Punches,2,1:10,4c12aa7ca246e7a4,L,W,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground,0.44,0.49,0,0,1,0,174,112,0.42,0.42,1.0,0.82,0,0,0.41,0.41,0,1.0,0.5,0.53,0.52,0.51,0.44,0.49
Jussier Formiga,Alex Perez,2,0,29,18,0,0,0,0,Flyweight,KO/TKO Kick,1,4:06,4c12aa7ca246e7a4,L,W,3 Rnd (5-5-5),Keith Peterson,Kick to Leg At Distance,0.43,0.47,0,0,0,0,0,4,0.45,0.31,0.0,0.5,1.0,0.83,0.42,0.44,1.0,0.83,0,0,0.44,0.48,0.44,0.48
Alonzo Menifield,Devin Clark,0,0,79,39,1,0,0,0,Light Heavyweight,U-DEC,3,5:00,4c12aa7ca246e7a4,L,W,3 Rnd (5-5-5),Mark Smith,Dave Hagen27 - 30.Mike Bell28 - 29.Junichiro Kamijo28 - 29.,0.45,0.63,0,0,0,0,522,158,0.41,0.34,0.75,0.98,1.0,0,0.29,0.34,0.65,0.93,0,1.0,0.52,0.76,0.46,0.64
Evan Dunham,Herbert Burns,0,0,5,3,1,0,1,0,Catch Weight,SUB Rear Naked Choke,1,1:20,4c12aa7ca246e7a4,L,W,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,0.5,0.5,0,1,0,0,5,38,0.4,0.67,1.0,0.33,0,0.0,0.5,0.5,0.5,0.0,0,1.0,0.57,0.62,0.5,0.5
Tyron Woodley,Gilbert Burns,0,0,83,28,2,0,1,0,Welterweight,U-DEC,5,5:00,14b9e0f2679a2205,L,W,5 Rnd (5-5-5-5-5),Herb Dean,Eric Colon45 - 50.Derek Cleary44 - 50.Sal D'amato44 - 50.,0.43,0.6,0,1,0,0,167,478,0.32,0.5,0.71,0.87,0.67,0.6,0.35,0.5,1.0,0.81,0,0.95,0.64,0.74,0.44,0.6
Blagoy Ivanov,Augusto Sakai,0,0,78,66,0,1,0,0,Heavyweight,S-DEC,3,5:00,14b9e0f2679a2205,L,W,3 Rnd (5-5-5),Jason McCoy,Mike Bell30 - 27.Junichiro Kamijo28 - 29.Ron McCarthy28 - 29.,0.52,0.48,0,0,0,0,68,106,0.45,0.33,0.95,0.74,1.0,0.83,0.49,0.43,0.8,0.93,0.67,1.0,0.55,0.51,0.53,0.48
Billy Quarantillo,Spike Carlyle,0,0,49,37,2,3,2,0,Catch Weight,U-DEC,3,5:00,14b9e0f2679a2205,W,L,3 Rnd (5-5-5),Mark Smith,Sal D'amato28 - 29.Eric Colon28 - 29.Dave Hagen28 - 29.,0.74,0.56,2,0,1,3,284,541,0.71,0.54,1.0,1.0,1.0,1.0,0.55,0.75,1.0,1.0,0.82,0.46,0.81,0.63,0.74,0.56
Roosevelt Roberts,Brok Weaver,0,0,40,14,1,0,3,0,Lightweight,SUB Rear Naked Choke,2,3:26,14b9e0f2679a2205,W,L,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,0.65,0.29,3,0,0,0,184,140,0.6,0.14,0.7,0.82,1.0,0.0,0.54,0.24,1.0,0.57,1.0,0,0.71,0.42,0.66,0.29
Mackenzie Dern,Hannah Cifers,0,0,5,7,0,0,1,0,Women's Strawweight,SUB Kneebar,1,2:36,14b9e0f2679a2205,W,L,3 Rnd (5-5-5),Jason Herzog,Kneebar From Bottom Guard,0.23,0.26,1,0,0,0,0,24,0.11,0.16,1.0,0.5,1.0,1.0,0.24,0.16,0,0.8,0,0.0,0.24,0.35,0.24,0.27
Katlyn Cerminara,Antonina Shevchenko,0,0,73,25,3,0,4,0,Women's Flyweight,U-DEC,3,5:00,14b9e0f2679a2205,W,L,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary25 - 30.Eric Colon25 - 30.Dave Hagen25 - 30.,0.67,0.39,4,0,0,0,636,0,0.68,0.28,0.67,0.67,0.67,1.0,0.45,0.36,1.0,0.8,0.85,0,0.83,0.49,0.68,0.39
Daniel Rodriguez,Gabe Green,0,0,175,127,1,0,0,0,Welterweight,U-DEC,3,5:00,14b9e0f2679a2205,W,L,3 Rnd (5-5-5),Mark Smith,Adalaide Byrd27 - 30.Sal D'amato27 - 30.Ron McCarthy27 - 30.,0.5,0.46,0,0,0,0,27,11,0.46,0.31,0.82,0.88,1.0,0.88,0.5,0.46,0.8,0.5,1.0,0,0.51,0.47,0.51,0.47
Jamahal Hill,Klidson Abreu,2,0,14,5,0,0,0,0,Light Heavyweight,Overturned Knee,1,1:51,14b9e0f2679a2205,NC,NC,3 Rnd (5-5-5),Herb Dean,Failed Drug Test by Hill,0.58,0.71,0,0,0,0,2,0,0.47,0.0,1.0,1.0,1.0,1.0,0.5,0.67,1.0,1.0,0.75,0,0.58,0.71,0.58,0.71
Tim Elliott,Brandon Royval,0,0,16,17,1,4,2,0,Flyweight,SUB Arm Triangle,2,3:18,14b9e0f2679a2205,L,W,3 Rnd (5-5-5),Mark Smith,Arm Triangle From Side Control,0.53,0.48,0,2,1,1,241,124,0.33,0.35,0.6,1.0,0.89,1.0,0.46,0.41,0.6,1.0,1.0,1.0,0.73,0.54,0.53,0.48
Louis Smolka,Casey Kenney,0,0,32,18,0,0,1,0,Bantamweight,SUB Guillotine Choke,1,3:03,14b9e0f2679a2205,L,W,3 Rnd (5-5-5),Chris Tognoni,Guillotine Choke On Ground,0.41,0.61,0,1,0,0,0,9,0.25,0.44,0.52,0.83,0,1.0,0.39,0.61,1.0,1.0,0,0,0.42,0.62,0.42,0.62
Chris Gutierrez,Vince Morales,2,0,60,8,0,0,0,0,Featherweight,KO/TKO Kick,2,4:27,14b9e0f2679a2205,W,L,3 Rnd (5-5-5),Jason Herzog,Kick to Leg At Distance,0.63,0.29,0,0,0,0,9,0,0.47,0.19,0.67,0.67,0.8,0,0.62,0.3,0,0,1.0,0,0.64,0.3,0.64,0.3
Alistair Overeem,Walt Harris,1,1,68,25,1,0,0,0,Heavyweight,KO/TKO Punches,2,3:00,dfb965c9824425db,W,L,5 Rnd (5-5-5-5-5),Dan Miragliotta,Punches to Head From Back Control,0.8,0.52,0,0,0,0,262,47,0.77,0.46,1.0,0.86,1.0,0,0.7,0.32,1.0,0.33,0.81,0.69,0.84,0.52,0.8,0.52
Claudia Gadelha,Angela Hill,0,1,84,90,1,0,0,0,Women's Strawweight,S-DEC,3,5:00,dfb965c9824425db,W,L,3 Rnd (5-5-5),Keith Peterson,Chris Lee28 - 29.Dave Tirelli28 - 29.Sal D'amato29 - 28.,0.4,0.51,0,0,0,0,167,37,0.34,0.44,0.67,0.74,0.9,1.0,0.39,0.51,0.5,1.0,1.0,0.0,0.42,0.52,0.4,0.51
Dan Ige,Edson Barboza,0,1,79,80,1,0,0,0,Featherweight,S-DEC,3,5:00,dfb965c9824425db,W,L,3 Rnd (5-5-5),Jason Herzog,Derek Cleary28 - 29.Sal D'amato28 - 29.Troy Wincapaw29 - 28.,0.48,0.55,0,0,0,0,126,115,0.41,0.47,0.71,0.64,1.0,0.79,0.45,0.5,0.62,0.89,1.0,0.64,0.53,0.57,0.48,0.56
Eryk Anders,Krzysztof Jotko,0,0,66,41,0,0,0,0,Middleweight,U-DEC,3,5:00,dfb965c9824425db,L,W,3 Rnd (5-5-5),Herb Dean,Troy Wincapaw27 - 30.Derek Cleary28 - 29.Sal D'amato28 - 29.,0.42,0.56,0,0,0,0,351,46,0.28,0.51,0.81,0.76,0.0,0.86,0.35,0.54,0.58,0.76,0,0,0.55,0.66,0.42,0.57
Song Yadong,Marlon Vera,0,0,101,92,0,2,0,0,Featherweight,U-DEC,3,5:00,dfb965c9824425db,W,L,3 Rnd (5-5-5),Dan Miragliotta,Sal D'amato28 - 29.Howard Reichbach28 - 29.Dave Tirelli28 - 29.,0.5,0.56,0,0,0,0,60,195,0.46,0.42,0.71,0.72,0.91,0.85,0.47,0.54,0.68,0.69,1.0,0.5,0.54,0.61,0.5,0.56
Matt Brown,Miguel Baeza,2,0,37,33,0,0,0,0,Welterweight,KO/TKO Punch,2,0:18,dfb965c9824425db,L,W,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance,0.54,0.5,0,0,0,0,10,57,0.49,0.39,0.8,0.71,0,0.92,0.48,0.47,0.71,0.5,0,0.78,0.54,0.53,0.54,0.51
Anthony Hernandez,Kevin Holland,1,0,14,0,0,0,0,0,Middleweight,KO/TKO Knees,1,0:39,dfb965c9824425db,L,W,3 Rnd (5-5-5),Michael Cardoso,Knees to Body In Clinch,0.0,0.77,0,0,0,0,0,4,0.0,0.69,0,1.0,0,1.0,0.0,0.57,0,1.0,0,0.83,0.0,0.78,0.0,0.78
Giga Chikadze,Irwin Rivera,1,0,61,34,1,0,0,0,Featherweight,U-DEC,3,5:00,dfb965c9824425db,W,L,3 Rnd (5-5-5),Keith Peterson,Troy Wincapaw26 - 30.Derek Cleary27 - 30.Dave Tirelli27 - 30.,0.45,0.36,0,0,0,0,6,3,0.33,0.28,0.81,0.56,0.79,0.8,0.45,0.36,0.5,0,0.44,0,0.45,0.37,0.45,0.36
