First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
Arthur,Lopes,Demolidor,"6' 2""",234 lbs.,"77.0""",Southpaw,6,2,0,False
Ivan,Lopez,,"5' 6""",135 lbs.,--,Southpaw,14,3,1,False
Steve,Lopez,,"5' 11""",155 lbs.,--,Orthodox,13,6,1,False
Federico,Lopez,Kiko,"5' 4""",139 lbs.,--,Orthodox,10,6,0,False
Jorge,Lopez,,"5' 10""",170 lbs.,--,Orthodox,11,5,0,False
Christopher,Lopez,,"5' 10""",170 lbs.,--,,9,1,0,False
Matthew,Lopez,,"5' 7""",135 lbs.,"69.0""",Southpaw,10,4,0,False
Benito,Lopez,Golden Boy,"5' 10""",135 lbs.,"73.0""",Switch,10,2,0,False
Gustavo,Lopez,,"5' 5""",135 lbs.,"67.0""",Orthodox,12,6,1,False
Alik,Lorenz,,"6' 2""",205 lbs.,"77.0""",Orthodox,6,2,0,False
Brendan,Loughnane,,"5' 10""",145 lbs.,"70.0""",Switch,17,3,0,False
Nate,Loughran,,"6' 2""",185 lbs.,--,Orthodox,11,2,0,False
Caolan,Loughran,The Don,"5' 6""",135 lbs.,"68.0""",Orthodox,10,2,0,False
Rashard,Lovelace,,--,155 lbs.,--,,4,1,0,False
Ian,Loveland,The Barn Owl,"5' 8""",145 lbs.,--,Orthodox,18,10,0,False
Jakob,Lovstad,The Striking Viking,"6' 3""",205 lbs.,--,Orthodox,11,4,0,False
Waylon,Lowe,,"5' 7""",145 lbs.,--,Southpaw,16,7,0,False
Brandon,Lowe,,--,155 lbs.,--,,2,1,0,False
Joe,Lowry,,"5' 11""",155 lbs.,"73.0""",Orthodox,9,2,0,False
Lu,Kai,The Last Gladiator,"5' 9""",145 lbs.,"69.0""",Orthodox,8,5,0,False
Lu,Zhengyong,,--,125 lbs.,--,,12,7,0,False
Robert,Lucarelli,,"6' 2""",245 lbs.,--,,0,1,0,False
Matt,Lucas,Luke Duke,"6' 1""",205 lbs.,--,,15,3,0,False
Cleber,Luciano,,"5' 6""",155 lbs.,--,,14,6,0,False
Stephanie,Luciano,Rondinha,"5' 6""",115 lbs.,"65.0""",Orthodox,6,2,1,False
Iasmin,Lucindo,,"5' 3""",115 lbs.,"66.0""",Orthodox,18,6,0,False
Duane,Ludwig,Bang,"5' 10""",170 lbs.,"70.0""",Orthodox,21,14,0,False
Lawrence,Lui,Lok Yin,"5' 7""",135 lbs.,"72.0""",Orthodox,7,1,0,False
Mike,Lullo,,"5' 8""",145 lbs.,--,Orthodox,8,3,0,False
Juan Andres,Luna,,"5' 7""",125 lbs.,"72.0""",Orthodox,12,1,0,False
Paula,Luna,La Prodigia,"5' 2""",125 lbs.,"62.0""",Orthodox,5,3,0,False
Juan Adrian,Luna,,--,135 lbs.,--,,16,1,0,False
Santiago,Luna,BorderBoy,"5' 9""",135 lbs.,"74.0""",Orthodox,7,0,0,False
Dalcha,Lungiambula,Champion,"5' 8""",185 lbs.,"76.0""",Orthodox,11,6,0,False
Alexandru,Lungu,,"6' 0""",385 lbs.,--,Orthodox,14,4,0,False
Vicente,Luque,The Silent Assassin,"5' 11""",170 lbs.,"75.0""",Orthodox,23,11,1,False
Thaddeus,Luster,,"6' 3""",210 lbs.,--,,0,1,0,False
Travis,Lutter,The Serial Killer,"5' 11""",185 lbs.,"75.0""",Orthodox,10,6,0,False
Joilton,Lutterbach,Peregrino,"6' 1""",185 lbs.,"75.0""",Orthodox,38,9,0,False
Tucker,Lutz,Top Gun,"5' 8""",145 lbs.,"72.0""",Orthodox,12,4,0,False
Lv,Zhenhong,,"5' 8""",145 lbs.,"67.0""",Switch,16,6,0,False
Stevie,Lynch,,"5' 10""",170 lbs.,--,Orthodox,5,2,0,False
Adam,Lynn,,"5' 10""",155 lbs.,--,Orthodox,17,10,0,False
Chris,Lytle,Lights Out,"5' 11""",170 lbs.,"68.0""",Orthodox,31,18,5,False
Dong Hyun,Ma,Maestro,"5' 11""",155 lbs.,"70.0""",Orthodox,16,11,3,False
Pawan,Maan,,"5' 7""",155 lbs.,"70.0""",Orthodox,7,3,1,False
William,Macario,Patolino,"5' 11""",170 lbs.,"75.0""",Orthodox,9,3,0,False
Jason,MacDonald,The Athlete,"6' 3""",185 lbs.,"80.0""",Orthodox,25,16,0,False
Rob,MacDonald,Maximus,"6' 3""",205 lbs.,"78.0""",Orthodox,5,4,0,False
Rory,MacDonald,Red King,"6' 0""",170 lbs.,"76.0""",Orthodox,19,4,0,False
Ryan,MacDonald,Main Event,"5' 11""",135 lbs.,"71.0""",Switch,10,2,0,False
Clayton,MacFarlane,,--,170 lbs.,--,,4,1,0,False
Ilima,Macfarlane,,"5' 4""",125 lbs.,--,,6,0,0,False
Valesca,Machado,Tina Black,"5' 4""",115 lbs.,"63.0""",Orthodox,8,3,0,False
Caio,Machado,Bigfoot,"6' 4""",250 lbs.,"78.0""",Southpaw,8,4,1,False
Ian,Machado Garry,The Future,"6' 3""",170 lbs.,"74.0""",Orthodox,16,1,0,False
Lyoto,Machida,The Dragon,"6' 1""",185 lbs.,"74.0""",Southpaw,24,8,0,False
War,Machine,,"5' 11""",170 lbs.,--,Orthodox,14,5,0,False
Anthony,Macias,Mad Dog,"5' 9""",185 lbs.,--,Switch,26,18,0,False
Pauline,Macias,PITA,"5' 4""",115 lbs.,"64.0""",Southpaw,4,1,0,False
Reza,Madadi,Mad Dog,"5' 11""",155 lbs.,"73.0""",Orthodox,14,6,0,False
Don,Madge,Magic Man,"6' 0""",155 lbs.,"72.0""",Southpaw,9,3,1,False
Ryan,Madigan,,"6' 0""",170 lbs.,--,Orthodox,5,3,0,False
Victor,Madrigal,Periquito,"5' 7""",135 lbs.,"71.0""",Orthodox,15,5,0,False
Jon,Madsen,,"6' 0""",240 lbs.,"72.0""",Orthodox,8,2,0,False
Mark,Madsen,The Olympian,"5' 8""",155 lbs.,"72.0""",Orthodox,12,2,0,False
Yoshiro,Maeda,,"5' 7""",139 lbs.,"68.0""",Southpaw,35,16,5,False
Leonardo,Mafra,Macarrao,"5' 10""",155 lbs.,"70.0""",Orthodox,13,4,0,False
Vinny,Magalhaes,Pezao,"6' 3""",205 lbs.,"75.0""",Orthodox,14,9,0,False
Vinicius,Magalhaes,Draculinho,--,145 lbs.,--,,2,1,0,False
Caio,Magalhaes,Hellboy,"6' 1""",185 lbs.,"73.0""",Orthodox,10,3,0,False
Bernardo,Magalhaes,Trekko,"5' 9""",155 lbs.,--,Orthodox,13,4,0,False
Eric,Magana,,--,--,--,,1,1,0,False
Brandon,Magana,,--,170 lbs.,--,Orthodox,6,2,0,False
Angela,Magana,Your Majesty,"5' 1""",115 lbs.,"65.0""",Orthodox,11,9,0,False
Neil,Magny,The Haitian Sensation,"6' 3""",170 lbs.,"80.0""",Orthodox,30,13,0,False
Raimond,Magomedaliev,,"6' 1""",170 lbs.,"75.0""",Orthodox,10,2,0,False
Ibragim,Magomedov,,"6' 0""",250 lbs.,--,Orthodox,22,8,1,False
Rashid,Magomedov,Highlander,"5' 9""",155 lbs.,"70.0""",Orthodox,20,2,0,False
Ruslan,Magomedov,Leopard,"6' 3""",242 lbs.,"78.0""",Orthodox,14,1,0,False
Abus,Magomedov,,"6' 2""",185 lbs.,"78.0""",Orthodox,28,6,1,False
Shara,Magomedov,Bullet,"6' 2""",185 lbs.,"73.0""",Orthodox,16,1,0,False
Murtazali,Magomedov,The Highlight,"5' 9""",145 lbs.,"70.0""",Orthodox,10,0,0,False
Zabit,Magomedsharipov,,"6' 1""",145 lbs.,"73.0""",Orthodox,18,1,0,False
John,Maguire,The One,"5' 9""",155 lbs.,"69.0""",Southpaw,24,9,0,False
Lolohea,Mahe,,--,--,--,,10,4,1,False
Michelle,Maher,,--,145 lbs.,--,,1,2,0,False
,Maheshate,,"6' 0""",155 lbs.,"71.0""",Orthodox,10,5,0,False
Bill,Mahood,The Butcher,"6' 3""",200 lbs.,--,Orthodox,20,7,1,False
Klayton,Mai,,"5' 9""",125 lbs.,--,,8,3,0,False
Demian,Maia,,"6' 1""",170 lbs.,"72.0""",Southpaw,28,11,0,False
Jennifer,Maia,,"5' 4""",125 lbs.,"64.0""",Orthodox,21,10,1,False
Nayara,Maia,Capita,"5' 5""",125 lbs.,"66.0""",Orthodox,7,1,1,False
Roshan,Mainam,The Indian Notorious,--,135 lbs.,--,,6,3,0,False
Levan,Makashvili,The Hornet,"5' 8""",145 lbs.,"68.0""",Orthodox,15,2,1,False
John,Makdessi,The Bull,"5' 8""",155 lbs.,"68.0""",Orthodox,18,9,0,False
Islam,Makhachev,,"5' 10""",170 lbs.,"70.0""",Southpaw,27,1,0,False
Aliev,Makhmud,,"5' 6""",195 lbs.,--,Southpaw,0,1,0,False
Zach,Makovsky,Fun Size,"5' 4""",125 lbs.,"64.0""",Southpaw,20,8,0,False
Azat,Maksum,Qazaq,"5' 7""",125 lbs.,"70.0""",Southpaw,15,2,0,False
Jeremy,Malaterre,,"5' 11""",155 lbs.,--,,4,2,0,False
Fabio,Maldonado,Caipira de Aco,"6' 1""",205 lbs.,"75.0""",Orthodox,23,11,0,False
Marvin,Maldonado,The Bulldog,"5' 6""",135 lbs.,--,,2,4,0,False
Bea,Malecki,,"5' 9""",135 lbs.,"74.0""",Orthodox,4,1,0,False
Nazareno,Malegarie,El Tigre,"5' 8""",155 lbs.,--,,28,4,0,False
Carl,Malenko,,"5' 11""",200 lbs.,--,Orthodox,6,4,0,False
Jacob,Malkoun,Mamba,"5' 9""",185 lbs.,"73.0""",Orthodox,8,3,0,False
Mike,Malott,Proper,"6' 1""",170 lbs.,"73.0""",Orthodox,12,2,1,False
Regina,Malpica Rivera,Kill Bill,--,135 lbs.,--,,5,0,0,False
Dan,Manasoiu,,--,--,--,,0,0,0,False
Troy,Mandaloniz,Rude Boy,"5' 9""",170 lbs.,--,Orthodox,3,2,0,False
Nate,Maness,Mayhem,"5' 10""",125 lbs.,"72.0""",Orthodox,16,3,0,False
Michael,Mangan,,--,155 lbs.,--,,0,3,0,False
Gary,Mangat,,"5' 7""",135 lbs.,--,,15,3,0,False
George,Mangos,,"5' 10""",145 lbs.,"70.0""",Switch,7,1,0,False
Melvin,Manhoef,No Mercy,"5' 9""",185 lbs.,--,Orthodox,30,14,1,False
Melchor,Manibusan,Barracuda,"5' 5""",154 lbs.,--,Southpaw,2,4,0,False
Jon,Manley,,"6' 1""",170 lbs.,--,Orthodox,9,4,0,False
Steve,Mann,,"6' 1""",170 lbs.,--,,12,5,0,False
Marnic,Mann,The Sawed-Off Savage,"5' 0""",115 lbs.,"64.0""",Southpaw,6,3,0,False
Dylan,Mantello,The Quiet Man,"6' 1""",155 lbs.,"73.0""",Orthodox,8,4,0,False
Chris,Manuel,,"5' 9""",135 lbs.,--,Orthodox,9,7,2,False
Jimi,Manuwa,Poster Boy,"6' 1""",205 lbs.,"79.0""",Orthodox,17,6,0,False
Dom,Mar Fan,Street Buddha,"5' 11""",155 lbs.,"75.0""",Orthodox,8,2,0,False
Cristiano,Marcello,,"5' 9""",155 lbs.,"72.0""",Orthodox,13,6,0,False
Daniel,Marcos,Soncora,"5' 7""",135 lbs.,"69.0""",Orthodox,17,1,0,False
Jose,Maria,No Chance,"5' 5""",125 lbs.,--,Orthodox,37,7,0,False
Marcos,Mariano,Dhalsim,"6' 1""",155 lbs.,"76.0""",Switch,6,6,0,False
Enrique,Marin,Wasabi,"5' 10""",170 lbs.,--,,10,4,0,False
Chepe,Mariscal,Machine Gun,"5' 7""",145 lbs.,"69.0""",Orthodox,18,6,0,False
Ronny,Markes,,"6' 1""",185 lbs.,"75.0""",Orthodox,17,5,0,False
Rory,Markham,,"6' 0""",170 lbs.,"71.0""",Orthodox,17,6,0,False
Randa,Markos,Quiet Storm,"5' 4""",115 lbs.,"63.0""",Orthodox,11,12,1,False
Christina,Marks,,"5' 7""",125 lbs.,"69.0""",Orthodox,8,9,0,False
Brendon,Marotte,The Kid,"5' 9""",145 lbs.,"70.0""",Orthodox,8,3,0,False
Nate,Marquardt,The Great,"6' 0""",185 lbs.,"74.0""",Orthodox,35,19,2,False
Danilo,Marques,,"6' 6""",205 lbs.,"77.0""",Orthodox,11,4,0,False
Julian,Marquez,The Cuban Missile Crisis,"6' 2""",185 lbs.,"72.0""",Orthodox,9,6,0,False
Carmelo,Marrero,The Fury,"6' 0""",205 lbs.,"73.0""",Orthodox,16,6,0,False
Cesar,Marscucci,,--,--,--,,3,2,0,False
John,Marsh,,"6' 0""",265 lbs.,--,Orthodox,8,7,0,False
CJ,Marsh,,--,--,--,,5,7,0,False
Eliot,Marshall,Fire,"6' 2""",205 lbs.,"77.0""",Orthodox,10,4,0,False
Doug,Marshall,The Rhino,"5' 10""",205 lbs.,--,Orthodox,18,8,0,False
David,Marshall,,"6' 2""",170 lbs.,--,,8,4,0,False
Francis,Marshall,Fire,"5' 9""",145 lbs.,"72.0""",Orthodox,8,3,0,False
Jack,Marshman,The Hammer,"6' 0""",185 lbs.,"73.0""",Orthodox,23,10,0,False
Terry,Martin,,"5' 8""",185 lbs.,"71.0""",Orthodox,23,11,0,False
Eric,Martin,,--,--,--,,0,1,0,False
Justin,Martin,,"6' 0""",185 lbs.,--,,4,3,0,False
Dave,Martin,,"6' 0""",205 lbs.,--,,0,2,0,False
Joe,Martin,,"5' 9""",170 lbs.,--,,6,8,0,False
Anthony Rocco,Martin,,"6' 0""",170 lbs.,"73.0""",Orthodox,17,6,0,False
Mallory,Martin,,"5' 4""",115 lbs.,"63.0""",Orthodox,7,5,0,False
Michal,Martinek,,"6' 2""",230 lbs.,--,Southpaw,7,1,0,False
Rainy,Martinez,,"6' 0""",199 lbs.,--,Orthodox,0,2,0,False
Danny,Martinez,The Gremlin,"5' 6""",125 lbs.,"67.0""",Orthodox,21,8,0,False
Alonzo,Martinez,Zo Diddy,"5' 10""",155 lbs.,--,,42,20,1,False
Henry,Martinez,Sicario,"5' 7""",155 lbs.,"69.0""",Southpaw,9,4,0,False
Jonathan,Martinez,Dragon,"5' 8""",135 lbs.,"70.0""",Southpaw,19,6,0,False
Poppies,Martinez,The Tachi Kid,"5' 9""",145 lbs.,--,,29,11,0,False
Andrew,Martinez,Mickey D,"5' 9""",215 lbs.,--,,9,6,0,False
Mana,Martinez,ManaBoi,"5' 10""",135 lbs.,"70.0""",Orthodox,10,4,0,False
Victor,Martinez,The Brick,"5' 8""",155 lbs.,"70.0""",Orthodox,13,6,0,False
Roque,Martinez,,"5' 10""",250 lbs.,"72.0""",Orthodox,15,8,2,False
Melissa,Martinez,Super Mely,"5' 2""",115 lbs.,"66.0""",Southpaw,8,2,0,False
Julieta,Martinez,The Ninja Ferret,"5' 1""",115 lbs.,"62.0""",Orthodox,8,0,0,False
David,Martinez,Doctor,"5' 5""",135 lbs.,"67.0""",Orthodox,13,1,0,False
Wagner da Conceicao,Martins,Zuluzinho,"6' 7""",390 lbs.,--,Orthodox,9,8,0,False
Adriano,Martins,,"5' 10""",155 lbs.,"72.0""",Southpaw,28,9,0,False
Lucas,Martins,Mineiro,"6' 0""",145 lbs.,"72.0""",Southpaw,19,3,0,False
Max,Martyniouk,Payne,--,155 lbs.,--,,1,1,0,False
Bristol,Marunde,,"6' 1""",170 lbs.,"75.0""",Orthodox,16,10,0,False
Shoji,Maruyama,,"5' 7""",139 lbs.,--,Orthodox,12,9,1,False
Kazuma,Maruyama,Gluttony,"5' 11""",155 lbs.,"72.0""",Orthodox,11,7,0,False
Islem,Masraf,Lightning,"6' 0""",205 lbs.,"74.0""",Southpaw,3,1,0,False
Mike,Massenzio,The Master of Disaster,"6' 2""",185 lbs.,"73.0""",Southpaw,13,9,0,False
Jameel,Massouh,,"5' 10""",145 lbs.,"72.0""",Orthodox,26,9,0,False
Tiffany,Masters,Rainbow Renegade,"5' 3""",115 lbs.,"65.0""",Orthodox,2,1,0,False
Jorge,Masvidal,Gamebred,"5' 11""",170 lbs.,"74.0""",Orthodox,35,17,0,False
Al,Matavao,Sweetness,"5' 8""",205 lbs.,"67.0""",Orthodox,8,3,0,False
Tateki,Matsuda,Tech,"5' 7""",125 lbs.,--,Orthodox,13,8,0,False
Arisa,Matsuda,,"5' 3""",115 lbs.,"64.0""",Orthodox,7,0,0,False
Daijiro,Matsui,,"5' 9""",200 lbs.,--,Orthodox,13,29,7,False
Toki,Matsui,,"5' 6""",125 lbs.,"65.0""",Orthodox,6,1,0,False
Koichiro,Matsumoto,,"5' 7""",145 lbs.,--,,15,3,1,False
Jean,Matsumoto,,"5' 6""",135 lbs.,"68.0""",Orthodox,17,1,0,False
Koyomi,Matsushima,,"5' 7""",145 lbs.,"66.0""",Orthodox,13,6,0,False
Naoki,Matsushita,,"5' 6""",155 lbs.,--,Orthodox,12,16,11,False
AJ,Matthews,,"5' 11""",185 lbs.,--,,8,7,0,False
Jake,Matthews,The Celtic Kid,"5' 11""",170 lbs.,"73.0""",Orthodox,22,7,0,False
Connor,Matthews,The Controller,"5' 8""",145 lbs.,"71.0""",Switch,7,4,0,False
Claudio,Mattos,Popeye,--,185 lbs.,--,Orthodox,5,4,0,False
John,Matua,,"6' 2""",400 lbs.,--,Orthodox,1,4,0,False
Francesco,Maturi,,--,--,--,,0,1,0,False
Vladimir,Matyushenko,The Janitor,"6' 0""",205 lbs.,"74.0""",Orthodox,27,8,0,False
Miranda,Maverick,Fear The,"5' 3""",125 lbs.,"65.0""",Southpaw,17,6,0,False
Nick,Maximov,,"6' 0""",185 lbs.,"76.0""",Southpaw,8,2,0,False
Elaina,Maxwell,Beef,"5' 8""",145 lbs.,--,Orthodox,7,4,0,False
Jeremy,May,,"6' 1""",185 lbs.,--,,13,10,0,False
Jack,May,The Outlaw,"6' 8""",255 lbs.,--,Switch,9,3,0,False
Don'Tale,Mayes,Lord Kong,"6' 6""",260 lbs.,"81.0""",Orthodox,11,9,0,False
Gray,Maynard,,"5' 9""",155 lbs.,"70.0""",Orthodox,13,7,1,False
Brooke,Mayo,The Bully,"5' 7""",125 lbs.,--,,0,1,0,False
Gina,Mazany,Danger,"5' 6""",125 lbs.,"68.0""",Southpaw,7,6,0,False
Sabina,Mazo,Colombian Queen,"5' 7""",125 lbs.,"70.0""",Orthodox,9,4,0,False
Francesco,Mazzeo,,"6' 3""",205 lbs.,"75.0""",Orthodox,4,1,0,False
Scott,McAfee,,"5' 8""",155 lbs.,--,Orthodox,14,7,0,False
Bobby,McAndrews,,--,--,--,Orthodox,1,3,0,False
Michael,McBride,,"6' 1""",155 lbs.,--,Orthodox,8,3,0,False
Ian,McCall,Uncle Creepy,"5' 5""",125 lbs.,"64.0""",Orthodox,13,5,1,False
Molly,McCann,Meatball,"5' 4""",115 lbs.,"62.0""",Orthodox,14,8,0,False
Charles,McCarthy,Chainsaw,"5' 10""",185 lbs.,"71.0""",Orthodox,10,5,0,False
Eric,McConico,,"6' 0""",185 lbs.,"77.0""",Southpaw,10,3,1,False
Sean,McCorkle,,"6' 7""",265 lbs.,"81.0""",Orthodox,17,7,0,False
Danni,McCormack,Mac,"5' 4""",125 lbs.,"62.0""",Southpaw,9,2,0,False
Paddy,McCorry,,"6' 3""",185 lbs.,"73.0""",Switch,7,1,0,False
Kris,McCray,Savage,"6' 0""",170 lbs.,"76.0""",Orthodox,8,5,0,False
Tamdan,McCrory,The Barncat,"6' 4""",185 lbs.,"76.0""",Switch,14,5,0,False
Rob,McCullough,Razor,"5' 9""",155 lbs.,"69.0""",Orthodox,19,8,0,False
Justin,McCully,The Insane One,"6' 1""",225 lbs.,"73.0""",Orthodox,11,5,2,False
Robert,McDaniel,Bubba,"6' 3""",185 lbs.,"75.0""",Southpaw,28,10,0,False
Michael,McDonald,The Black Sniper,"5' 11""",205 lbs.,--,Orthodox,1,1,0,False
Scott,McDonald,,--,--,--,,1,0,0,False
Michael,McDonald,Mayday,"5' 9""",135 lbs.,"70.0""",Orthodox,17,4,0,False
Josh,McDonald,,--,185 lbs.,--,,9,5,0,False
Miles,McDonald,,"5' 7""",115 lbs.,--,,2,1,0,False
Justin,McElfresh,,"6' 6""",205 lbs.,--,Orthodox,6,4,0,False
Drew,McFedries,The Massacre,"6' 0""",185 lbs.,"72.0""",Southpaw,12,7,0,False
Liam,McGeary,,"6' 6""",205 lbs.,--,,12,2,0,False
Gan,McGee,The Giant,"6' 10""",265 lbs.,--,Orthodox,13,5,0,False
Court,McGee,The Crusher,"5' 11""",170 lbs.,"75.0""",Orthodox,23,14,0,False
Marcus,McGhee,The Maniac,"5' 8""",135 lbs.,"69.0""",Orthodox,10,2,0,False
Ryan,McGillivray,The Kid,"5' 11""",170 lbs.,--,,12,0,1,False
Ryan,McGivern,,"6' 0""",185 lbs.,--,Orthodox,13,7,0,False
Jack,McGlaughlin,,--,--,--,Orthodox,1,4,0,False
Conor,McGregor,The Notorious,"5' 9""",155 lbs.,"74.0""",Southpaw,22,6,0,False
Greg,McIntyre,,"5' 10""",155 lbs.,--,Orthodox,6,4,0,False
Antonio,McKee,Mandingo,"5' 8""",155 lbs.,--,Southpaw,29,6,2,False
AJ,McKee,Mercenary,"5' 10""",145 lbs.,--,,8,0,0,False
Rhys,McKee,Skeletor,"6' 2""",170 lbs.,"78.0""",Orthodox,14,7,1,False
Cory,McKenna,Poppins,"5' 3""",115 lbs.,"58.0""",Orthodox,8,4,0,False
Tim,McKenzie,,"6' 0""",185 lbs.,"74.0""",Orthodox,14,9,0,False
Cody,McKenzie,,"6' 0""",155 lbs.,"72.0""",Switch,16,10,0,False
Terrance,McKinney,T. Wrecks,"5' 10""",155 lbs.,"73.0""",Switch,17,7,0,False
Brian,McLaughlin,,"5' 9""",155 lbs.,--,,6,2,0,False
Jason,McLean,,"5' 5""",145 lbs.,--,,6,7,0,False
Garreth,McLellan,Soldier Boy,"6' 1""",185 lbs.,"72.0""",Southpaw,13,6,0,False
Sara,McMann,,"5' 6""",135 lbs.,"66.0""",Orthodox,13,6,0,False
Tommy,McMillen,Gun,"6' 0""",145 lbs.,"74.0""",Orthodox,9,0,0,False
James,McSweeney,The Hammer,"6' 4""",230 lbs.,"77.0""",Switch,15,15,0,False
Charles,McTorry,,--,--,--,,3,0,0,False
Jackson,McVey,The Moose,"6' 4""",185 lbs.,"77.0""",Southpaw,6,1,0,False
Daniel,McWilliams,The Animal,"6' 1""",185 lbs.,--,,15,37,0,False
Tim,Means,The Dirty Bird,"6' 2""",170 lbs.,"75.0""",Orthodox,33,17,1,False
Yancy,Medeiros,,"5' 10""",155 lbs.,"75.0""",Orthodox,15,8,0,False
Anistavio,Medeiros,Gasparzinho,"5' 6""",145 lbs.,--,Orthodox,19,10,0,False
Kaline,Medeiros,The Dark Angel,"5' 3""",115 lbs.,--,,8,5,0,False
MarQuel,Mederos,,"5' 10""",155 lbs.,"69.0""",Orthodox,11,1,0,False
Uros,Medic,The Doctor,"6' 1""",170 lbs.,"71.0""",Southpaw,11,3,0,False
Todd,Medina,El Tiburon,"5' 10""",193 lbs.,--,Southpaw,11,9,0,False
Jason,Medina,,"5' 9""",180 lbs.,--,,21,15,1,False
Emil,Meek,Valhalla,"5' 11""",170 lbs.,"74.0""",Switch,9,5,1,False
Sanford Alton,Meeks,,"6' 5""",265 lbs.,"75.0""",Orthodox,1,1,0,False
Gerald,Meerschaert,GM3,"6' 1""",185 lbs.,"77.0""",Southpaw,37,20,0,False
Frank,Megallon,,"5' 10""",185 lbs.,--,Southpaw,2,3,0,False
Derrick,Mehmen,Caveman,"6' 4""",205 lbs.,--,,19,9,0,False
Miika,Mehmet,,--,205 lbs.,--,Orthodox,3,5,0,False
Jordan,Mein,Young Gun,"6' 0""",170 lbs.,"73.0""",Orthodox,31,12,0,False
Bryce,Mejia,,"6' 1""",170 lbs.,--,,3,1,0,False
Brian,Melancon,,"5' 8""",170 lbs.,--,Orthodox,7,3,0,False
Brandon,Melendez,The Murderer,"5' 11""",155 lbs.,--,Southpaw,25,25,0,False
Gilbert,Melendez,El Nino,"5' 9""",145 lbs.,"73.0""",Orthodox,22,8,0,False
Nair,Melikyan,Ahalkalakski,"5' 6""",155 lbs.,--,,11,0,0,False
Marcelo,Mello,,"5' 7""",170 lbs.,--,Southpaw,1,0,0,False
Fabio,Mello,,"5' 5""",155 lbs.,--,Southpaw,11,8,0,False
Vanessa,Melo,,"5' 5""",135 lbs.,"65.0""",Orthodox,11,8,0,False
Antonio,Mendes,Samurai,"6' 3""",205 lbs.,"77.0""",Southpaw,18,13,0,False
Chad,Mendes,Money,"5' 6""",145 lbs.,"66.0""",Orthodox,18,5,0,False
Augusto,Mendes,Tanquinho,"5' 6""",135 lbs.,"65.0""",Orthodox,6,2,0,False
Eddie,Mendez,,"5' 10""",185 lbs.,--,,8,3,1,False
Mateus,Mendonca,Bocao,"5' 6""",125 lbs.,"71.0""",Orthodox,10,3,0,False
Luis,Mendoza,,--,155 lbs.,--,,0,1,0,False
Pietro,Menga,,"5' 7""",125 lbs.,"68.0""",Southpaw,13,0,0,False
Alonzo,Menifield,Atomic,"6' 0""",205 lbs.,"76.0""",Orthodox,17,5,1,False
Ivan,Menjivar,The Pride of El Salvador,"5' 6""",145 lbs.,"64.0""",Orthodox,25,12,0,False
Dave,Menne,The Warrior,"5' 10""",170 lbs.,--,Orthodox,45,17,2,False
Steve,Mensing,The Machine,"5' 11""",185 lbs.,--,Orthodox,9,13,2,False
Buck,Meredith,,"6' 2""",185 lbs.,--,,3,3,0,False
Adam,Meredith,,"6' 2""",170 lbs.,--,,5,3,0,False
Nick,Meregali,,--,--,--,,0,0,0,False
Joe,Merritt,,"6' 0""",170 lbs.,--,Orthodox,7,2,0,False
Bia,Mesquita,,--,135 lbs.,--,,5,0,0,False
Jeremiah,Metcalf,,"6' 1""",185 lbs.,--,Orthodox,13,7,0,False
Jonathan,Meunier,District,"6' 3""",170 lbs.,--,Switch,8,1,0,False
Yaotzin,Meza,,"5' 9""",145 lbs.,"71.0""",Orthodox,21,11,0,False
Guy,Mezger,,"6' 1""",200 lbs.,--,Orthodox,30,14,2,False
David,Mgoyan,,"5' 9""",145 lbs.,"70.0""",Orthodox,7,1,0,False
Jonathan,Micallef,The Captain,"6' 0""",170 lbs.,"77.0""",Southpaw,8,1,0,False
Brandon,Michaels,,"5' 9""",185 lbs.,--,,4,14,0,False
Andreas,Michailidis,The Spartan,"6' 0""",170 lbs.,"76.0""",Orthodox,13,6,0,False
David,Michaud,BullDawg,"5' 9""",155 lbs.,--,Orthodox,11,3,0,False
Chris,Mickle,,"5' 9""",145 lbs.,--,Orthodox,30,21,2,False
Zachary,Micklewright,,"6' 0""",155 lbs.,"74.0""",Southpaw,15,3,0,False
Kristof,Midoux,The Hurricane,"6' 1""",220 lbs.,--,Orthodox,6,10,0,False
Keith,Mielke,,"5' 8""",185 lbs.,--,,0,5,0,False
Chris,Mierzwiak,,"6' 1""",185 lbs.,--,,5,3,0,False
Gabriel,Miglioli,Biel,"5' 8""",170 lbs.,--,,9,9,0,False
Bojan,Mihajlovic,,"5' 11""",205 lbs.,"73.0""",Orthodox,10,6,0,False
Billy,Miles,The Kid,"5' 10""",170 lbs.,--,Orthodox,2,2,0,False
Pat,Miletich,The Croatian Sensation,"5' 10""",170 lbs.,--,Orthodox,29,7,2,False
Curtis,Millender,Curtious,"6' 2""",170 lbs.,"76.0""",Orthodox,17,5,0,False
Phillip,Miller,,"5' 11""",185 lbs.,--,Orthodox,16,0,0,False
Jason,Miller,Mayhem,"6' 1""",185 lbs.,--,Orthodox,23,10,0,False
Dan,Miller,,"6' 1""",185 lbs.,"74.0""",Orthodox,14,8,0,False
Jim,Miller,A-10,"5' 8""",155 lbs.,"71.0""",Southpaw,38,19,0,False
Cole,Miller,Magrinho,"6' 1""",145 lbs.,"73.0""",Orthodox,21,11,0,False
